id,coder,is_icr,is_economy,tone_raw,tone
150288236,9,FALSE,1,de kop is niet van toepassing op de economie,NA
150288235,9,FALSE,1,vooral negatief,-1
150288234,9,FALSE,1,vooral negatief,-1
150288232,9,FALSE,1,vooral positief,1
150287385,9,FALSE,1,onzeker,0
150287383,9,FALSE,1,"neutraal, geen toon",0
150287382,9,FALSE,1,vooral negatief,-1
150287381,9,FALSE,1,"neutraal, geen toon",0
150287380,9,FALSE,1,vooral negatief,-1
150287379,9,FALSE,1,"neutraal, geen toon",0
150287377,9,FALSE,1,vooral positief,1
150287376,9,FALSE,1,vooral positief,1
150287375,9,FALSE,1,vooral negatief,-1
150287374,9,FALSE,1,vooral positief,1
150287372,9,FALSE,1,vooral negatief,-1
150287371,9,FALSE,1,vooral negatief,-1
150287369,9,FALSE,1,vooral positief,1
150287366,9,FALSE,1,vooral positief,1
150287365,9,FALSE,1,vooral negatief,-1
150287364,9,FALSE,1,"neutraal, geen toon",0
150287362,9,FALSE,1,"neutraal, geen toon",0
150285342,9,FALSE,1,"neutraal, geen toon",0
150285341,9,FALSE,1,vooral positief,1
150285340,9,FALSE,1,"neutraal, geen toon",0
150285337,9,FALSE,1,vooral positief,1
150285335,9,FALSE,1,vooral negatief,-1
150284330,9,FALSE,1,vooral negatief,-1
150282500,9,FALSE,1,vooral negatief,-1
150282498,9,FALSE,1,"neutraal, geen toon",0
150282303,9,FALSE,1,"neutraal, geen toon",0
150282297,9,FALSE,1,vooral negatief,-1
150282295,9,FALSE,1,"neutraal, geen toon",0
150282294,9,FALSE,1,vooral negatief,-1
150282293,9,FALSE,1,vooral negatief,-1
150282292,9,FALSE,1,vooral positief,1
150282291,9,FALSE,1,vooral positief,1
150282290,9,FALSE,1,"neutraal, geen toon",0
150282288,9,FALSE,1,"neutraal, geen toon",0
150282287,9,FALSE,1,vooral positief,1
150282286,9,FALSE,1,"neutraal, geen toon",0
150282285,9,FALSE,1,vooral positief,1
150282284,9,FALSE,1,"neutraal, geen toon",0
150282282,9,FALSE,1,"neutraal, geen toon",0
148571847,9,FALSE,1,"neutraal, geen toon",0
148571845,9,FALSE,1,vooral negatief,-1
148571841,9,FALSE,1,vooral negatief,-1
148571839,9,FALSE,1,vooral positief,1
148571837,9,FALSE,1,"neutraal, geen toon",0
148571836,9,FALSE,1,"neutraal, geen toon",0
148571833,9,FALSE,1,vooral positief,1
148571832,9,FALSE,1,"neutraal, geen toon",0
148571831,9,FALSE,1,vooral negatief,-1
148571830,9,FALSE,1,"neutraal, geen toon",0
148571829,9,FALSE,1,vooral positief,1
34615,9,FALSE,1,onzeker,0
34631,9,FALSE,1,"neutraal, geen toon",0
15033,21,FALSE,1,vooral positief,1
10037,9,FALSE,1,vooral positief,1
20811,21,FALSE,1,vooral positief,1
20821,32,FALSE,1,vooral negatief,-1
34651,32,FALSE,1,vooral positief,1
20827,28,FALSE,1,"neutraal, geen toon",0
20835,9,FALSE,1,vooral negatief,-1
34669,32,FALSE,1,vooral negatief,-1
18897,32,FALSE,1,vooral negatief,-1
150293193,14,FALSE,1,vooral positief,1
150293190,14,FALSE,1,"neutraal, geen toon",0
150293189,14,FALSE,1,"neutraal, geen toon",0
150293188,14,FALSE,1,onzeker,0
150292274,14,FALSE,1,vooral positief,1
150292273,14,FALSE,1,vooral negatief,-1
150292271,14,FALSE,1,vooral positief,1
150292269,14,FALSE,1,vooral negatief,-1
150292267,14,FALSE,1,vooral negatief,-1
150292266,14,FALSE,1,vooral positief,1
150292264,14,FALSE,1,"neutraal, geen toon",0
150292263,14,FALSE,1,vooral negatief,-1
150290837,14,FALSE,1,"neutraal, geen toon",0
150290836,14,FALSE,1,vooral positief,1
150290835,14,FALSE,1,vooral positief,1
150290834,14,FALSE,1,"neutraal, geen toon",0
150290832,14,FALSE,1,"neutraal, geen toon",0
150290191,14,FALSE,1,vooral positief,1
150290187,14,FALSE,1,vooral positief,1
150290186,14,FALSE,1,vooral positief,1
150290185,14,FALSE,1,vooral positief,1
150290180,14,FALSE,1,"neutraal, geen toon",0
150288227,14,FALSE,1,vooral positief,1
150288226,14,FALSE,1,vooral negatief,-1
150288225,14,FALSE,1,vooral negatief,-1
150288221,14,FALSE,1,"neutraal, geen toon",0
150287359,14,FALSE,1,vooral negatief,-1
150287358,14,FALSE,1,"neutraal, geen toon",0
150287357,14,FALSE,1,vooral negatief,-1
150287356,14,FALSE,1,"neutraal, geen toon",0
150287355,14,FALSE,1,"neutraal, geen toon",0
150287353,14,FALSE,1,vooral negatief,-1
150287352,14,FALSE,1,vooral negatief,-1
150287351,14,FALSE,1,"neutraal, geen toon",0
150287350,14,FALSE,1,vooral negatief,-1
150287348,14,FALSE,1,"neutraal, geen toon",0
150287347,14,FALSE,1,"neutraal, geen toon",0
150287346,14,FALSE,1,"neutraal, geen toon",0
150287345,14,FALSE,1,"neutraal, geen toon",0
150287344,14,FALSE,1,vooral positief,1
150287342,14,FALSE,1,"neutraal, geen toon",0
150287339,14,FALSE,1,vooral negatief,-1
150287338,14,FALSE,1,vooral positief,1
150287336,14,FALSE,1,"neutraal, geen toon",0
150285327,14,FALSE,1,"neutraal, geen toon",0
150282496,14,FALSE,1,onzeker,0
150282270,14,FALSE,1,"neutraal, geen toon",0
150282269,14,FALSE,1,vooral negatief,-1
150282268,14,FALSE,1,vooral positief,1
150282267,14,FALSE,1,"neutraal, geen toon",0
150282266,14,FALSE,1,"neutraal, geen toon",0
150282265,14,FALSE,1,vooral negatief,-1
150282264,14,FALSE,1,"neutraal, geen toon",0
150282263,14,FALSE,1,gemengd positief en negatief,0
148571824,14,FALSE,1,vooral negatief,-1
148571822,14,FALSE,1,vooral negatief,-1
148571819,14,FALSE,1,vooral negatief,-1
148571818,14,FALSE,1,"neutraal, geen toon",0
150290181,33,FALSE,1,de kop is niet van toepassing op de economie,NA
10047,28,FALSE,1,de kop is niet van toepassing op de economie,NA
20899,21,FALSE,1,de kop is niet van toepassing op de economie,NA
10059,9,FALSE,1,vooral positief,1
20917,21,FALSE,1,de kop is niet van toepassing op de economie,NA
150293185,21,FALSE,1,vooral negatief,-1
150293184,21,FALSE,1,"neutraal, geen toon",0
150293181,21,FALSE,1,vooral positief,1
150293180,21,FALSE,1,"neutraal, geen toon",0
150293177,21,FALSE,1,vooral positief,1
150293176,21,FALSE,1,de kop is niet van toepassing op de economie,NA
150292262,21,FALSE,1,de kop is niet van toepassing op de economie,NA
150292261,21,FALSE,1,vooral negatief,-1
150292260,21,FALSE,1,vooral positief,1
150292258,21,FALSE,1,"neutraal, geen toon",0
150292257,21,FALSE,1,de kop is niet van toepassing op de economie,NA
150292255,21,FALSE,1,de kop is niet van toepassing op de economie,NA
150292254,21,FALSE,1,gemengd positief en negatief,0
150292253,21,FALSE,1,de kop is niet van toepassing op de economie,NA
150292252,21,FALSE,1,"neutraal, geen toon",0
150290830,21,FALSE,1,vooral negatief,-1
150290829,21,FALSE,1,"neutraal, geen toon",0
150290828,21,FALSE,1,vooral negatief,-1
150290827,21,FALSE,1,"neutraal, geen toon",0
150290177,21,FALSE,1,de kop is niet van toepassing op de economie,NA
150290171,21,FALSE,1,de kop is niet van toepassing op de economie,NA
150290170,21,FALSE,1,vooral positief,1
150290165,21,FALSE,1,vooral negatief,-1
150288219,21,FALSE,1,vooral negatief,-1
150288218,21,FALSE,1,de kop is niet van toepassing op de economie,NA
150288216,21,FALSE,1,"neutraal, geen toon",0
150288215,21,FALSE,1,vooral positief,1
150287335,21,FALSE,1,vooral negatief,-1
150287334,21,FALSE,1,"neutraal, geen toon",0
150287333,21,FALSE,1,onzeker,0
150287332,21,FALSE,1,vooral positief,1
150287331,21,FALSE,1,"neutraal, geen toon",0
150287330,21,FALSE,1,"neutraal, geen toon",0
150287329,21,FALSE,1,vooral negatief,-1
150287327,21,FALSE,1,vooral negatief,-1
150287326,21,FALSE,1,de kop is niet van toepassing op de economie,NA
150287325,21,FALSE,1,"neutraal, geen toon",0
150287324,21,FALSE,1,vooral negatief,-1
150287323,21,FALSE,1,"neutraal, geen toon",0
150287322,21,FALSE,1,vooral positief,1
150287321,21,FALSE,1,"neutraal, geen toon",0
150287317,21,FALSE,1,"neutraal, geen toon",0
150287316,21,FALSE,1,vooral negatief,-1
150287315,21,FALSE,1,vooral negatief,-1
150287314,21,FALSE,1,vooral positief,1
150287313,21,FALSE,1,vooral positief,1
150287311,21,FALSE,1,vooral positief,1
150285323,21,FALSE,1,vooral positief,1
150285322,21,FALSE,1,vooral negatief,-1
150285321,21,FALSE,1,de kop is niet van toepassing op de economie,NA
150285320,21,FALSE,1,vooral negatief,-1
150285319,21,FALSE,1,"neutraal, geen toon",0
150285318,21,FALSE,1,"neutraal, geen toon",0
150282495,21,FALSE,1,vooral positief,1
150282260,21,FALSE,1,de kop is niet van toepassing op de economie,NA
150282259,21,FALSE,1,vooral negatief,-1
150282254,21,FALSE,1,vooral negatief,-1
150282251,21,FALSE,1,onzeker,0
150282246,21,FALSE,1,vooral positief,1
150282245,21,FALSE,1,"neutraal, geen toon",0
150282244,21,FALSE,1,vooral negatief,-1
150282243,21,FALSE,1,de kop is niet van toepassing op de economie,NA
150282242,21,FALSE,1,gemengd positief en negatief,0
148571816,21,FALSE,1,"neutraal, geen toon",0
148571814,21,FALSE,1,"neutraal, geen toon",0
148571808,21,FALSE,1,"neutraal, geen toon",0
20941,35,FALSE,1,de kop is niet van toepassing op de economie,NA
20947,6,FALSE,1,vooral positief,1
34785,21,FALSE,1,vooral negatief,-1
20957,9,FALSE,1,vooral negatief,-1
15087,9,FALSE,1,de kop is niet van toepassing op de economie,NA
10099,9,FALSE,1,"neutraal, geen toon",0
20963,28,FALSE,1,"neutraal, geen toon",0
10101,28,FALSE,1,vooral positief,1
10103,21,FALSE,1,onzeker,0
34799,21,FALSE,1,onzeker,0
10111,32,FALSE,1,vooral positief,1
10113,21,FALSE,1,vooral negatief,-1
20999,32,FALSE,1,vooral positief,1
10119,21,FALSE,1,vooral positief,1
21001,33,FALSE,1,"neutraal, geen toon",0
34831,28,FALSE,1,"neutraal, geen toon",0
150285303,4,FALSE,1,vooral positief,1
150282229,4,FALSE,1,"neutraal, geen toon",0
150293175,15,FALSE,1,"neutraal, geen toon",0
150293174,15,FALSE,1,"neutraal, geen toon",0
150293172,15,FALSE,1,"neutraal, geen toon",0
150293171,15,FALSE,1,vooral positief,1
150293170,15,FALSE,1,vooral negatief,-1
150293167,15,FALSE,1,de kop is niet van toepassing op de economie,NA
150293165,15,FALSE,1,gemengd positief en negatief,0
150292249,15,FALSE,1,vooral negatief,-1
150292248,15,FALSE,1,vooral positief,1
150292247,15,FALSE,1,"neutraal, geen toon",0
150292244,15,FALSE,1,vooral negatief,-1
150292240,15,FALSE,1,vooral negatief,-1
150292238,15,FALSE,1,vooral negatief,-1
150290826,15,FALSE,1,vooral negatief,-1
150290825,15,FALSE,1,gemengd positief en negatief,0
150290823,15,FALSE,1,gemengd positief en negatief,0
150290822,15,FALSE,1,vooral positief,1
150290820,15,FALSE,1,"neutraal, geen toon",0
150290161,15,FALSE,1,"neutraal, geen toon",0
150290159,15,FALSE,1,vooral positief,1
150290158,15,FALSE,1,vooral negatief,-1
150290157,15,FALSE,1,"neutraal, geen toon",0
150290155,15,FALSE,1,vooral negatief,-1
150290154,15,FALSE,1,"neutraal, geen toon",0
150288213,15,FALSE,1,vooral positief,1
150288212,15,FALSE,1,vooral positief,1
150288210,15,FALSE,1,vooral negatief,-1
150288209,15,FALSE,1,vooral negatief,-1
150288208,15,FALSE,1,gemengd positief en negatief,0
150287310,15,FALSE,1,"neutraal, geen toon",0
150287309,15,FALSE,1,vooral positief,1
150287305,15,FALSE,1,gemengd positief en negatief,0
150287304,15,FALSE,1,vooral negatief,-1
150287302,15,FALSE,1,gemengd positief en negatief,0
150287301,15,FALSE,1,vooral negatief,-1
150287299,15,FALSE,1,vooral positief,1
150287298,15,FALSE,1,vooral positief,1
150287297,15,FALSE,1,vooral positief,1
150287296,15,FALSE,1,"neutraal, geen toon",0
150287294,15,FALSE,1,vooral negatief,-1
150287292,15,FALSE,1,gemengd positief en negatief,0
150287291,15,FALSE,1,"neutraal, geen toon",0
150287290,15,FALSE,1,vooral positief,1
150287288,15,FALSE,1,gemengd positief en negatief,0
150287287,15,FALSE,1,gemengd positief en negatief,0
150287286,15,FALSE,1,vooral positief,1
150287285,15,FALSE,1,"neutraal, geen toon",0
150287284,15,FALSE,1,gemengd positief en negatief,0
150287283,15,FALSE,1,gemengd positief en negatief,0
150287281,15,FALSE,1,vooral negatief,-1
150287280,15,FALSE,1,vooral negatief,-1
150287279,15,FALSE,1,"neutraal, geen toon",0
150285316,15,FALSE,1,vooral negatief,-1
150285312,15,FALSE,1,"neutraal, geen toon",0
150285310,15,FALSE,1,"neutraal, geen toon",0
150285308,15,FALSE,1,vooral negatief,-1
150285307,15,FALSE,1,gemengd positief en negatief,0
150285306,15,FALSE,1,vooral positief,1
150285305,15,FALSE,1,vooral positief,1
150284325,15,FALSE,1,vooral negatief,-1
150284324,15,FALSE,1,"neutraal, geen toon",0
150282492,15,FALSE,1,gemengd positief en negatief,0
150282241,15,FALSE,1,vooral positief,1
150282240,15,FALSE,1,"neutraal, geen toon",0
150282237,15,FALSE,1,vooral positief,1
150282236,15,FALSE,1,vooral negatief,-1
150282233,15,FALSE,1,vooral positief,1
150282232,15,FALSE,1,vooral positief,1
150282231,15,FALSE,1,vooral negatief,-1
150282230,15,FALSE,1,vooral negatief,-1
150282228,15,FALSE,1,vooral negatief,-1
150277975,15,FALSE,1,vooral negatief,-1
148571806,15,FALSE,1,vooral negatief,-1
148571803,15,FALSE,1,vooral negatief,-1
148571800,15,FALSE,1,onzeker,0
148571798,15,FALSE,1,"neutraal, geen toon",0
150285304,37,FALSE,1,"neutraal, geen toon",0
15113,6,FALSE,1,vooral negatief,-1
15115,21,FALSE,1,vooral negatief,-1
34871,9,FALSE,1,vooral negatief,-1
34875,35,FALSE,1,"neutraal, geen toon",0
10151,21,FALSE,1,de kop is niet van toepassing op de economie,NA
10159,9,FALSE,1,"neutraal, geen toon",0
15131,9,FALSE,1,vooral negatief,-1
150293164,6,FALSE,1,gemengd positief en negatief,0
150293160,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150293156,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150293155,6,FALSE,1,vooral positief,1
150293154,6,FALSE,1,vooral negatief,-1
150293152,6,FALSE,1,vooral negatief,-1
150293149,6,FALSE,1,vooral positief,1
150293147,6,FALSE,1,gemengd positief en negatief,0
150292237,6,FALSE,1,vooral negatief,-1
150292236,6,FALSE,1,vooral negatief,-1
150292235,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150292234,6,FALSE,1,gemengd positief en negatief,0
150292233,6,FALSE,1,onzeker,0
150292225,6,FALSE,1,vooral positief,1
150292220,6,FALSE,1,vooral negatief,-1
150290819,6,FALSE,1,"neutraal, geen toon",0
150290817,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150290806,6,FALSE,1,gemengd positief en negatief,0
150290805,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150290150,6,FALSE,1,vooral negatief,-1
150290149,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150290148,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150290147,6,FALSE,1,vooral positief,1
150288207,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150288202,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150287275,6,FALSE,1,vooral negatief,-1
150287272,6,FALSE,1,gemengd positief en negatief,0
150287268,6,FALSE,1,vooral negatief,-1
150287267,6,FALSE,1,vooral negatief,-1
150287265,6,FALSE,1,gemengd positief en negatief,0
150287264,6,FALSE,1,vooral negatief,-1
150287263,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150287259,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150287257,6,FALSE,1,vooral positief,1
150287254,6,FALSE,1,gemengd positief en negatief,0
150285300,6,FALSE,1,vooral negatief,-1
150285297,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150285296,6,FALSE,1,vooral negatief,-1
150285291,6,FALSE,1,vooral positief,1
150285290,6,FALSE,1,gemengd positief en negatief,0
150285289,6,FALSE,1,vooral positief,1
150285288,6,FALSE,1,"neutraal, geen toon",0
150285287,6,FALSE,1,vooral positief,1
150285283,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150282224,6,FALSE,1,vooral positief,1
150282223,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150282222,6,FALSE,1,vooral positief,1
150282217,6,FALSE,1,vooral positief,1
150282216,6,FALSE,1,"neutraal, geen toon",0
150282215,6,FALSE,1,onzeker,0
150282214,6,FALSE,1,vooral negatief,-1
150282213,6,FALSE,1,vooral negatief,-1
150282211,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150282210,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150282209,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150282208,6,FALSE,1,gemengd positief en negatief,0
150282207,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150282205,6,FALSE,1,vooral negatief,-1
150282203,6,FALSE,1,vooral negatief,-1
150282202,6,FALSE,1,vooral negatief,-1
150282201,6,FALSE,1,vooral negatief,-1
150282200,6,FALSE,1,vooral positief,1
150282198,6,FALSE,1,de kop is niet van toepassing op de economie,NA
150282197,6,FALSE,1,gemengd positief en negatief,0
150282196,6,FALSE,1,de kop is niet van toepassing op de economie,NA
148571794,6,FALSE,1,vooral negatief,-1
148571793,6,FALSE,1,de kop is niet van toepassing op de economie,NA
148571792,6,FALSE,1,de kop is niet van toepassing op de economie,NA
148571791,6,FALSE,1,de kop is niet van toepassing op de economie,NA
148571786,6,FALSE,1,de kop is niet van toepassing op de economie,NA
148571781,6,FALSE,1,vooral negatief,-1
148571780,6,FALSE,1,vooral positief,1
148571779,6,FALSE,1,gemengd positief en negatief,0
148571778,6,FALSE,1,de kop is niet van toepassing op de economie,NA
148571777,6,FALSE,1,de kop is niet van toepassing op de economie,NA
148571774,6,FALSE,1,onzeker,0
148571773,6,FALSE,1,gemengd positief en negatief,0
150293150,33,FALSE,1,de kop is niet van toepassing op de economie,NA
150290814,33,FALSE,1,"neutraal, geen toon",0
34905,21,FALSE,1,"neutraal, geen toon",0
15151,21,FALSE,1,"neutraal, geen toon",0
15153,21,FALSE,1,vooral negatief,-1
150282195,10,FALSE,1,"neutraal, geen toon",0
150282194,10,FALSE,1,gemengd positief en negatief,0
150282193,10,FALSE,1,"neutraal, geen toon",0
150282192,10,FALSE,1,vooral positief,1
150282191,10,FALSE,1,vooral positief,1
18935,35,FALSE,1,vooral negatief,-1
15167,21,FALSE,1,"neutraal, geen toon",0
15171,21,FALSE,1,vooral negatief,-1
18937,35,FALSE,1,"neutraal, geen toon",0
15175,6,FALSE,1,"neutraal, geen toon",0
150293146,35,FALSE,1,de kop is niet van toepassing op de economie,NA
150293143,35,FALSE,1,de kop is niet van toepassing op de economie,NA
150293142,35,FALSE,1,"neutraal, geen toon",0
150292216,35,FALSE,1,"neutraal, geen toon",0
150292215,35,FALSE,1,de kop is niet van toepassing op de economie,NA
150292213,35,FALSE,1,"neutraal, geen toon",0
150290804,35,FALSE,1,de kop is niet van toepassing op de economie,NA
150290803,35,FALSE,1,"neutraal, geen toon",0
150290802,35,FALSE,1,de kop is niet van toepassing op de economie,NA
150290140,35,FALSE,1,"neutraal, geen toon",0
150290139,35,FALSE,1,onzeker,0
150290138,35,FALSE,1,"neutraal, geen toon",0
150290137,35,FALSE,1,vooral negatief,-1
150290133,35,FALSE,1,gemengd positief en negatief,0
150287253,35,FALSE,1,"neutraal, geen toon",0
150287252,35,FALSE,1,de kop is niet van toepassing op de economie,NA
150287248,35,FALSE,1,vooral negatief,-1
150287245,35,FALSE,1,"neutraal, geen toon",0
150287244,35,FALSE,1,vooral negatief,-1
150287242,35,FALSE,1,vooral negatief,-1
150287241,35,FALSE,1,de kop is niet van toepassing op de economie,NA
150287240,35,FALSE,1,vooral positief,1
150285280,35,FALSE,1,"neutraal, geen toon",0
150285277,35,FALSE,1,de kop is niet van toepassing op de economie,NA
150285276,35,FALSE,1,vooral negatief,-1
150285275,35,FALSE,1,vooral negatief,-1
150282490,35,FALSE,1,vooral negatief,-1
150282489,35,FALSE,1,de kop is niet van toepassing op de economie,NA
150282488,35,FALSE,1,de kop is niet van toepassing op de economie,NA
150282189,35,FALSE,1,de kop is niet van toepassing op de economie,NA
150282188,35,FALSE,1,de kop is niet van toepassing op de economie,NA
150282185,35,FALSE,1,"neutraal, geen toon",0
150282184,35,FALSE,1,de kop is niet van toepassing op de economie,NA
150282183,35,FALSE,1,"neutraal, geen toon",0
150282182,35,FALSE,1,de kop is niet van toepassing op de economie,NA
150282181,35,FALSE,1,"neutraal, geen toon",0
150282180,35,FALSE,1,"neutraal, geen toon",0
150277974,35,FALSE,1,vooral negatief,-1
148571771,35,FALSE,1,"neutraal, geen toon",0
148571769,35,FALSE,1,"neutraal, geen toon",0
148571768,35,FALSE,1,de kop is niet van toepassing op de economie,NA
148571765,35,FALSE,1,"neutraal, geen toon",0
21203,29,FALSE,1,vooral negatief,-1
34959,21,FALSE,1,vooral positief,1
21209,29,FALSE,1,"neutraal, geen toon",0
10213,9,FALSE,1,vooral negatief,-1
18945,35,FALSE,1,de kop is niet van toepassing op de economie,NA
10219,9,FALSE,1,vooral positief,1
18949,35,FALSE,1,"neutraal, geen toon",0
10223,9,FALSE,1,"neutraal, geen toon",0
10229,9,FALSE,1,de kop is niet van toepassing op de economie,NA
10235,9,FALSE,1,vooral negatief,-1
15199,21,FALSE,1,vooral negatief,-1
10239,9,FALSE,1,"neutraal, geen toon",0
150293139,7,FALSE,1,vooral negatief,-1
150293133,7,FALSE,1,"neutraal, geen toon",0
150292208,7,FALSE,1,de kop is niet van toepassing op de economie,NA
150292207,7,FALSE,1,vooral negatief,-1
150292205,7,FALSE,1,gemengd positief en negatief,0
150292204,7,FALSE,1,vooral negatief,-1
150290801,7,FALSE,1,vooral negatief,-1
150290794,7,FALSE,1,"neutraal, geen toon",0
150290793,7,FALSE,1,"neutraal, geen toon",0
150290128,7,FALSE,1,vooral positief,1
150290127,7,FALSE,1,vooral positief,1
150290126,7,FALSE,1,vooral positief,1
150290123,7,FALSE,1,vooral positief,1
150290121,7,FALSE,1,vooral negatief,-1
150290119,7,FALSE,1,vooral negatief,-1
150290117,7,FALSE,1,de kop is niet van toepassing op de economie,NA
150288198,7,FALSE,1,de kop is niet van toepassing op de economie,NA
150288197,7,FALSE,1,gemengd positief en negatief,0
150288194,7,FALSE,1,"neutraal, geen toon",0
150288193,7,FALSE,1,"neutraal, geen toon",0
150288192,7,FALSE,1,vooral positief,1
150287508,7,FALSE,1,"neutraal, geen toon",0
150287237,7,FALSE,1,vooral positief,1
150287236,7,FALSE,1,"neutraal, geen toon",0
150287235,7,FALSE,1,vooral negatief,-1
150287233,7,FALSE,1,"neutraal, geen toon",0
150287232,7,FALSE,1,"neutraal, geen toon",0
150287231,7,FALSE,1,"neutraal, geen toon",0
150287229,7,FALSE,1,"neutraal, geen toon",0
150287228,7,FALSE,1,vooral negatief,-1
150287226,7,FALSE,1,de kop is niet van toepassing op de economie,NA
150287225,7,FALSE,1,vooral positief,1
