id,value,date,medtype,medium,headline,translation
18751,-1,2015-07-22T19:07:53Z,Internet,6 nrc.nl,Duizenden Grieken protesteren in Athene tegen bezuinigingen,Thousands of Greeks are protesting in Athens against austerity measures.
20099,-1,2015-06-14T17:50:03Z,Internet,1 Nu.nl,'Gesprekken met Griekenland weer zonder resultaat afgebroken',Talks with Greece broke off again without result.
20671,0,2015-02-02T04:30:00Z,Internet,2 telegraaf.nl,'Thuiszorg in zwart circuit',Home care in the informal sector
21653,1,2015-02-13T16:34:00Z,Internet,2 telegraaf.nl,Dow weer boven 18.000 punten,"Dow again above 18,000 points"
21973,1,2015-02-18T10:37:06Z,Internet,2 telegraaf.nl,Britse werkloosheid daalt verder,British unemployment decreases further.
23939,-1,2015-03-13T18:07:05Z,Internet,2 telegraaf.nl,S&#38;P blijft somber over Griekenland,S&P remains pessimistic about Greece.
24207,1,2015-03-17T18:05:34Z,Internet,2 telegraaf.nl,DAF verhoogt productie met extra personeel,DAF increases production with additional staff.
25057,-1,2015-03-28T23:43:14Z,Internet,2 telegraaf.nl,Best Buy schrapt 1500 banen,"Best Buy is cutting 1,500 jobs."
25859,-1,2015-04-09T07:52:41Z,Internet,2 telegraaf.nl,Meer faillissementen in maart,More bankruptcies in March
26049,1,2015-04-12T04:00:00Z,Internet,2 telegraaf.nl,'Centrale Banken blijven steunen',Central banks continue to provide support.
26193,-1,2015-04-14T06:41:12Z,Internet,2 telegraaf.nl,Wisselkoersen drukken winstgroei Michael Page,Exchange rates impact Michael Page's profit growth.
26615,0,2015-04-18T17:51:11Z,Internet,2 telegraaf.nl,Draghi: scherp zijn op gevaren lage rente,Draghi: be vigilant about the dangers of low interest rates
26857,-1,2015-04-22T10:23:32Z,Internet,2 telegraaf.nl,TSN Thuiszorg wil 650 medewerkers kwijt,TSN Home Care wants to lay off 650 employees.
26983,0,2015-04-23T22:01:00Z,Internet,2 telegraaf.nl,Grieks drama of Griekse redding?,Greek drama or Greek rescue?
27069,0,2015-04-25T03:45:00Z,Internet,2 telegraaf.nl,Spaarrente duikt onder 1 procent,Savings interest falls below 1 percent.
27865,1,2015-05-07T15:24:55Z,Internet,2 telegraaf.nl,Kansen in Duits vastgoed,Opportunities in German real estate
28489,-1,2015-05-18T04:00:00Z,Internet,2 telegraaf.nl,Kabinet moet banendestructie aanpakken,The cabinet must address job destruction.
28877,0,2015-05-22T05:21:06Z,Internet,2 telegraaf.nl,Bank of Japan handhaaft omvang steunbeleid,Bank of Japan maintains scale of support policy
29203,1,2015-05-26T18:35:19Z,Internet,2 telegraaf.nl,Meer hoop voor Grieken,More hope for Greeks
30387,1,2015-06-09T19:01:00Z,Internet,2 telegraaf.nl,Optimisme over belastingen,Optimism about taxes
30591,0,2015-06-11T12:51:00Z,Internet,2 telegraaf.nl,'Wall Street opent vrijwel onveranderd',Wall Street opens virtually unchanged.
30629,1,2015-06-11T19:39:46Z,Internet,2 telegraaf.nl,'Technologie kan groei VS aanjagen' ',Technology can drive US growth.
31705,-1,2015-06-24T22:34:07Z,Internet,2 telegraaf.nl,'Laagopgeleide raakt verder achterop',The low-educated fall further behind.
31787,-1,2015-06-26T03:30:00Z,Internet,2 telegraaf.nl,Dubbelfout bij crisistaks,Double error with crisis tax
33171,-1,2015-07-12T11:52:07Z,Internet,2 telegraaf.nl,Luxemburg waarschuwt voor tweespalt Grexit,Luxembourg warns of division over Grexit.
33235,0,2015-07-13T06:34:07Z,Internet,2 telegraaf.nl,'Beurshandel in teken Grieks marathonoverleg',Stock exchange dominated by Greek marathon talks
33737,1,2015-07-20T07:46:07Z,Internet,2 telegraaf.nl,Uitgaven consumenten nemen verder toe,Consumer spending continues to increase.
33933,1,2015-07-23T05:17:08Z,Internet,2 telegraaf.nl,Flinke stijging export Japan,Significant increase in exports from Japan
34959,1,2015-02-09T08:41:00Z,Internet,5 volkskrant.nl,Nog nooit exporteerde Duitsland zoveel als in 2014,Never before did Germany export as much as in 2014.
35149,0,2015-02-11T10:11:00Z,Internet,5 volkskrant.nl,Olieprijs vindt weg omhoog,Oil price finds its way up.
35327,0,2015-02-12T22:27:00Z,Internet,5 volkskrant.nl,Inflatie daalt naar 0 procent: moeten we daar wel of niet blij m,Inflation drops to 0 percent: should we be happy about that or not?
36159,-1,2015-02-26T10:07:00Z,Internet,5 volkskrant.nl,Heijmans in het rood door bouwmalaise,Heijmans in the red due to construction malaise
36311,0,2015-03-01T14:02:00Z,Internet,5 volkskrant.nl,Varoufakis: koste wat het kost schuld aflossen,Varoufakis: pay off debt at all costs
39853,-1,2015-04-26T12:40:00Z,Internet,5 volkskrant.nl,'IMF schetst zwart scenario voor Griekenland',IMF outlines a bleak scenario for Greece.
40067,-1,2015-04-29T06:00:00Z,Internet,5 volkskrant.nl,82 werknemers weg bij crÃ¨ches door 'signalen' bij screening,82 employees leave daycare centers due to 'signals' during screening
40877,0,2015-05-15T00:00:00Z,Internet,5 volkskrant.nl,Is rentestijging een raadsel?,Is a rent increase a mystery?
41177,-1,2015-05-20T17:38:00Z,Internet,5 volkskrant.nl,'Griekenland op 5 juni bankroet',Greece bankrupt on June 5
41249,1,2015-05-21T20:27:00Z,Internet,5 volkskrant.nl,IMF verwacht herstel Russische economie,IMF expects a recovery of the Russian economy.
42729,0,2015-06-17T00:00:00Z,Internet,5 volkskrant.nl,Belastingplan: btw gaat op veel producten naar 21 procent,Tax plan: VAT on many products will increase to 21 percent
43227,0,2015-06-24T00:00:00Z,Internet,5 volkskrant.nl,De bal ligt bij het Griekse volk,The ball is in the Greek people's court.
43589,0,2015-06-29T05:27:00Z,Internet,5 volkskrant.nl,Live - Merkel: Grieken mogen hun eigen keuze maken,Live - Merkel: Greeks can make their own choice.
43757,-1,2015-06-30T19:57:00Z,Internet,5 volkskrant.nl,Griekenland officieel in gebreke bij IMF,Greece officially in default with the IMF
148571717,0,2015-02-13T00:00:00Z,Newspaper,NRC,"Help! De prijzen dalen!; Staat van de Nederlandse economie Bestendige groei, hoge werkloosheid en deflatie","Help! The prices are falling!; State of the Dutch economy: steady growth, high unemployment, and deflation."
148571718,1,2015-02-13T00:00:00Z,Newspaper,NRC,Er zit vaart in de economie,The economy is booming.
148571724,1,2015-02-13T00:00:00Z,Newspaper,NRC,"CBS Economie is met 0,5 procent gegroeid",CBS Economy has grown by 0.5 percent.
148571779,0,2015-02-07T00:00:00Z,Newspaper,NRC,Obligaties goed spreiden,Diversify bonds properly
148571912,-1,2015-05-02T00:00:00Z,Newspaper,NRC,Een muur van zorgen,A wall of worries
148572031,-1,2015-04-22T00:00:00Z,Newspaper,NRC,UWV blokkeert ontslag van 158 man bij Heijmans,UWV blocks the dismissal of 158 people at Heijmans.
148572055,0,2015-04-18T00:00:00Z,Newspaper,NRC,Pensioenspaarders zijn net konijnen; Erica antwoordt,Pension savers are like rabbits; Erica replies.
148572080,0,2015-04-16T22:00:00Z,Newspaper,NRC,Over drie jaar kijkt Asscher of de 'flexwet' echt werkt,"In three years, Asscher will review if the 'flex law' really works."
148572304,-1,2015-03-28T00:00:00Z,Newspaper,NRC,Opeens waren ze blut bij de Riagg,Suddenly they were broke at the Riagg.
148572309,0,2015-03-28T00:00:00Z,Newspaper,NRC,Pinautomaat van de staat,State-owned ATM
148572371,1,2015-03-24T00:00:00Z,Newspaper,NRC,"Ondernemers, daar is wat te halen","Entrepreneurs, there's something to gain."
148572607,1,2015-03-07T00:00:00Z,Newspaper,NRC,Opwaartse spiraal,Upward spiral
148572626,-1,2015-03-06T00:00:00Z,Newspaper,NRC,[Bankroet Amsterdam. Het aantal bedrijven dat faill...]*,[Bankruptcy in Amsterdam. The number of companies that went bank...]
150277973,-1,2015-02-17T00:00:00Z,Newspaper,NRC,De pseudo-heffing die Feyenoord pijn doet ; Column,The pseudo-levy that hurts Feyenoord; Column
150280542,1,2015-05-29T00:00:00Z,Newspaper,Telegraaf,Gemeente snoeit 5 miljoen minder; Door meevallers is stadskas goed gevuld,"Municipality cuts 5 million less; Due to windfalls, the city treasury is well-filled."
150280548,0,2015-05-29T00:00:00Z,Newspaper,Telegraaf,Economie is gebaat bij rust; Brief van de Dag,The economy benefits from stability; Letter of the Day
150280743,0,2015-05-15T00:00:00Z,Newspaper,Telegraaf,'Huizenprijzen blijven stijgen',House prices continue to rise.
150280818,1,2015-05-08T00:00:00Z,Newspaper,Telegraaf,"Ambitieus, en beloond",Ambitious and rewarded.
150280829,1,2015-05-08T00:00:00Z,Newspaper,Telegraaf,Huizenkoper grijpt kans; Hypotheekrente nooit zo laag,Homebuyer seizes opportunity; Mortgage rates have never been this low.
150280838,-1,2015-05-07T00:00:00Z,Newspaper,Telegraaf,Zorgen op Wall Street,Concerns on Wall Street
150280865,0,2015-05-05T00:00:00Z,Newspaper,Telegraaf,Steunaankoop (I),Support purchase (I)
150281029,0,2015-04-23T00:00:00Z,Newspaper,Telegraaf,Cijfer van de week,Grade of the week
150281053,1,2015-04-21T00:00:00Z,Newspaper,Telegraaf,Hypotheken weer hot; Investeerders keren terug via nieuwe aanbieders,Mortgages are hot again; investors are returning through new providers.
150281163,-1,2015-04-14T00:00:00Z,Newspaper,Telegraaf,Overdracht in mkb sneuvelt voor finish,Transfer in SMEs fails before the finish
150281364,1,2015-03-31T22:00:00Z,Newspaper,Telegraaf,Arbeid loont,Hard work pays off.
150281391,1,2015-03-31T00:00:00Z,Newspaper,Telegraaf,Sterk begin Wall Street,Strong start for Wall Street
150281393,0,2015-03-30T22:00:00Z,Newspaper,Telegraaf,Rutte wil adviezen,Rutte wants advice.
150281436,0,2015-03-28T00:00:00Z,Newspaper,Telegraaf,Weer uitstel openheid naheffing,Further delay in transparency surtax
150281460,0,2015-03-27T00:00:00Z,Newspaper,Telegraaf,'Na eerste aanmaning stoppen geen optie'; INTERVIEW Staatssecretaris Wiebes (Financiën),"""After the first reminder, stopping is not an option; INTERVIEW with State Secretary Wiebes (Finance)"""
150281528,0,2015-03-22T00:00:00Z,Newspaper,Telegraaf,Richt op taksverlaging,Focus on tax reduction
150281546,0,2015-03-20T23:00:00Z,Newspaper,Telegraaf,Hypotheek oversluiten?,Refinance mortgage?
150281620,0,2015-03-16T23:00:00Z,Newspaper,Telegraaf,Provincie Utrecht aan kop; DFT legt twaalf provincies voor verkiezingen langs deeconomische meetlat,Province of Utrecht leads; DFT measures twelve provinces against the economic yardstick for elections
150281689,1,2015-03-12T00:00:00Z,Newspaper,Telegraaf,Mkb krijgt meer,SMEs get more
150281721,0,2015-03-11T00:00:00Z,Newspaper,Telegraaf,Banen,Jobs
150281726,-1,2015-03-10T00:00:00Z,Newspaper,Telegraaf,"Pensioenfonds klem door ECB; Van beursbonanza wordt niet maximaal geprofiteerd, lage rente doet pijn","Pension fund stuck due to ECB; they are not fully benefiting from the stock market bonanza, low interest rates hurt."
150281749,1,2015-03-09T00:00:00Z,Newspaper,Telegraaf,Ruim 6000 banen erbij,Over 6000 jobs added.
150281763,-1,2015-03-07T00:00:00Z,Newspaper,Telegraaf,Grieken zijn weer platzak,The Greeks are broke again.
150281780,1,2015-03-06T00:00:00Z,Newspaper,Telegraaf,"Inflatiedoel in zicht; Geldontwaarding volgens ECB naar 1,8% in 2017",Inflation target in sight; Depreciation according to ECB to 1.8% in 2017.
150281902,1,2015-02-27T00:00:00Z,Newspaper,Telegraaf,AEX hervat voortgang,AEX resumes progress
150281956,-1,2015-02-24T00:00:00Z,Newspaper,Telegraaf,Verkoop van huizen daalt,Sale of houses is declining.
150282064,0,2015-02-17T00:00:00Z,Newspaper,Telegraaf,Wat brengt TNT?,What is TNT bringing?
150282114,0,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Tien keer Apple,Ten times Apple
150282115,-1,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Melkprijs in vrije val; Laag tarief voor melkveehouders begint zich te wreken,Milk price in free fall; Low rate for dairy farmers starts to take its toll.
150282116,0,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Zweedse rente onder nulpunt,Swedish interest rates below zero
150282117,-1,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Tik voor begroting door lage inflatie; Daling gasprijs is extra tegenvaller overheid,Budget hit by low inflation; Drop in gas price is an additional setback for the government
150282118,1,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Glas op Wall Street halfvol,Glass on Wall Street half-full
150282119,0,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Moeders werken dankzij de oma's; Ouders creatief in omzeilen dure kinderopvang,Mothers work thanks to the grandmothers; parents are creative in bypassing expensive childcare.
150282123,-1,2015-02-13T00:00:00Z,Newspaper,Telegraaf,'Werk in zorg onmogelijk door bezuinigingen',Work in healthcare impossible due to budget cuts.
150282124,1,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Opleving huizenmarkt zet ook door in 2015,Housing market recovery continues in 2015.
150282126,-1,2015-02-13T00:00:00Z,Newspaper,Telegraaf,Banen weg door inzet postscooter,"""Jobs lost due to the use of post scooters"""
150282229,0,2015-02-06T00:00:00Z,Newspaper,Telegraaf,Onderzoek rentebeleid banken,Examine interest rate policy banks
150282410,0,2015-03-25T00:00:00Z,Newspaper,Metro,"Nerd in de lift, manager buitenspel","Nerd in the elevator, manager sidelined"
150282473,0,2015-02-12T23:00:00Z,Newspaper,Metro,Mes in eigen vlees voor meer zitplekken in trein,More standing room in trains by reducing seat space
150282475,0,2015-02-13T00:00:00Z,Newspaper,Metro,Geld. Goedkope benzine leidt tot extreem lage inflatie begin dit jaar,Money. Cheap gasoline leads to extremely low inflation early this year.
150284144,-1,2015-04-17T00:00:00Z,Newspaper,NoordelijkDagblad,'Vaste baan is niet langer de norm',A permanent job is no longer the norm.
150284361,0,2015-05-27T22:00:00Z,Newspaper,NoordelijkDagblad,'Maar we zijn hier in Emmen wél heel gelukkig',But we are very happy here in Emmen.
150284544,1,2015-04-30T00:00:00Z,Newspaper,NoordelijkDagblad,Minder woningen onder water,Fewer homes flooded
150284575,-1,2015-04-25T00:00:00Z,Newspaper,NoordelijkDagblad,Grieken krijgen wind eurogroep van voren,Greeks face criticism from the Eurogroup.
150284678,0,2015-04-16T00:00:00Z,Newspaper,NoordelijkDagblad,De overheid moet geen cent in voetbalclubs steken,The government should not invest a single cent in football clubs.
150284790,1,2015-04-01T00:00:00Z,Newspaper,NoordelijkDagblad,Werkloosheid iets gedaald in eurozone,Unemployment slightly decreased in the eurozone.
150284858,-1,2015-03-25T00:00:00Z,Newspaper,NoordelijkDagblad,Restschulden nekken bouw,Residual debts thwart construction.
150285106,-1,2015-02-27T00:00:00Z,Newspaper,NoordelijkDagblad,Einde voor Synergon en Wedeka,End for Synergon and Wedeka
150285134,0,2015-02-23T00:00:00Z,Newspaper,NoordelijkDagblad,We hebben dus de pest aan ouderen,So we really dislike the elderly.
150285160,-1,2015-02-20T00:00:00Z,Newspaper,NoordelijkDagblad,'Werkgevers torpederen cao's',Employers torpedo collective labor agreements.
150285229,1,2015-02-13T00:00:00Z,Newspaper,NoordelijkDagblad,Dijsselbloem maakt voortgang met Grieken,Dijsselbloem is making progress with the Greeks.
150285232,1,2015-02-13T00:00:00Z,Newspaper,NoordelijkDagblad,Webwinkel Zalando boekt eerste winst,Online store Zalando reports first profit
150285233,0,2015-02-12T23:00:00Z,Newspaper,NoordelijkDagblad,Net sluit zich rond Speed Events,The net closes around Speed Events.
150285235,0,2015-02-12T23:00:00Z,Newspaper,NoordelijkDagblad,Rechtsbijstand,Legal assistance
150285237,0,2015-02-13T00:00:00Z,Newspaper,NoordelijkDagblad,OZB-aanslag,OZB assessment
150285254,1,2015-02-11T00:00:00Z,Newspaper,NoordelijkDagblad,IEA voorziet mogelijk herstel van olieprijs,IEA anticipates possible recovery of oil price.
150285303,1,2015-02-06T00:00:00Z,Newspaper,NoordelijkDagblad,Opeens is er groei in heel Europa,Suddenly there is growth throughout Europe.
150285322,-1,2015-02-05T00:00:00Z,Newspaper,NoordelijkDagblad,Coevorder voetbalclubs voorzien ondergang,Coevorden football clubs foresee downfall
150285424,1,2015-05-27T00:00:00Z,Newspaper,FD,Marktwaarde op Japanse beurs overschrijdt piek van 1989; Tokio breekt een haast mythisch record,Market value on the Japanese stock exchange surpasses the peak of 1989; Tokyo breaks an almost mythical record.
150285464,0,2015-05-23T00:00:00Z,Newspaper,FD,"De extra bezuinigingen in 2013 waren niet nodig, maar ook niet schadelijk","The additional budget cuts in 2013 were unnecessary, but also not harmful."
150285689,-1,2015-05-08T00:00:00Z,Newspaper,FD,IMF pleit voor wederopleving securitisaties voor mkb ; Pogingen om deze markt nieuw leven in te blazen zijn onvoldoende,IMF pleads for revitalizing securitizations for SMEs; Attempts to revive this market are insufficient.
150285703,0,2015-05-08T00:00:00Z,Newspaper,FD,Spaargrens,Savings threshold
150285706,1,2015-05-08T00:00:00Z,Newspaper,FD,Werkgelegenheid EU is verbeterd,Employment in the EU has improved.
150285763,0,2015-05-05T00:00:00Z,Newspaper,FD,Groei- en banencijfers zetten druk op onderhandelingen met Grieken,Growth and employment figures put pressure on negotiations with the Greeks.
150285805,1,2015-05-02T00:00:00Z,Newspaper,FD,Industrie-index stevig in de plus,Industry index firmly in the positive
150285850,-1,2015-04-30T00:00:00Z,Newspaper,FD,Afwachtende Fed en matige groei drukken beurzen VS,"""Uncertain Fed and moderate growth pressure U.S. markets"""
150285890,0,2015-04-28T00:00:00Z,Newspaper,FD,Waartoe dient het handelsverdrag?,What is the purpose of the trade agreement?
150285942,-1,2015-04-24T00:00:00Z,Newspaper,FD,Brussel ligt dwars bij nieuw instituut voor hypotheken,Brussels obstructs the new institute for mortgages.
150285949,0,2015-04-23T00:00:00Z,Newspaper,FD,Vergrijzing remt huizenprijzen,Aging slows down housing prices.
150285997,0,2015-04-21T00:00:00Z,Newspaper,FD,`Klein bedrijf meest gebaat bij akkoord met VS',Small businesses benefit the most from the agreement with the US.
150286068,0,2015-04-16T00:00:00Z,Newspaper,FD,"ECB kan schuld kopen van BNG, Waterschapsbank en FMO","ECB can buy bonds from BNG, Waterschapsbank, and FMO."
150286193,0,2015-04-10T00:00:00Z,Newspaper,FD,Breng gevaren fondsen in kaart,Identify hazardous funds.
150286207,1,2015-04-08T22:00:00Z,Newspaper,FD,Een zomers scenario,A summer scenario
150286325,-1,2015-04-01T00:00:00Z,Newspaper,FD,Ziek van vrijhandel,Sick of free trade
150286328,-1,2015-04-01T00:00:00Z,Newspaper,FD,Zwakke start beursjaar,Weak start to the stock market year
150286406,-1,2015-03-28T00:00:00Z,Newspaper,FD,"Het lukt de AEX maar niet door de 500 puntengrens te breken +7,2% -9,3%",The AEX is unable to break through the 500-point barrier +7.2% -9.3%
150286491,0,2015-03-24T00:00:00Z,Newspaper,FD,Snel groeiend FMO gaat ook `impact' meetellen,Rapidly growing FMO will also include 'impact'.
150286500,-1,2015-03-24T00:00:00Z,Newspaper,FD,De kosten van een `Grexit' zijn veel groter dan slechts financieel,The costs of a 'Grexit' are much greater than just financial.
150286649,0,2015-03-04T00:00:00Z,Newspaper,FD,`Denemarken laat euro niet los',Denmark does not let go of the euro.
150286710,-1,2015-02-28T00:00:00Z,Newspaper,FD,Bronzen pensioenstelsel maakt Nederland gevaarlijk illiquide,Bronze pension system makes the Netherlands dangerously illiquid
150286729,-1,2015-02-26T23:00:00Z,Newspaper,FD,Noodlijdend Oekraïne hoopt op IMF-noodkrediet,Struggling Ukraine hopes for IMF emergency credit.
150286741,0,2015-02-26T00:00:00Z,Newspaper,FD,Ook Ierse rente duikt onder 1%,Irish interest rates fall below 1%
150286742,1,2015-02-26T00:00:00Z,Newspaper,FD,Duits cao-akkoord is kans voor Europa,German collective labor agreement is an opportunity for Europe
150286797,-1,2015-03-18T00:00:00Z,Newspaper,FD,Afnemende groei hypotheken,Decreasing growth in mortgages
150286851,0,2015-03-14T00:00:00Z,Newspaper,FD,"`Noors model' vertoont barstjes; Terwijl Nederland de aardgasbaten verjubelde, stopten de Noren de inkomsten uit olie in een speciaal fonds. Moeten `wij' dat voorbeeld alsnog volgen?","The 'Norwegian model' shows cracks; while the Netherlands squandered the natural gas revenues, the Norwegians put the income from oil into a special fund. Should 'we' still follow that example?"
150286853,-1,2015-03-14T00:00:00Z,Newspaper,FD,Olieprijs Malaise,Oil Price Malaise
150286991,-1,2015-02-24T00:00:00Z,Newspaper,FD,Huizenverkopen VS gedaald,US home sales declined
150287028,0,2015-02-21T00:00:00Z,Newspaper,FD,V&D stelt eventuele uitvoering loonsverlaging uit tot maart,V&D postpones any implementation of salary reduction until March
150287082,-1,2015-02-18T00:00:00Z,Newspaper,FD,Griekenland loopt zonder steun al snel financieel vast; De regering in Athene staat onder grote druk. Begin maart moeten de Grieken al leningen aflossen,Greece will quickly run into financial trouble without support; the government in Athens is under great pressure. The Greeks already have to repay loans at the beginning of March.
150287132,1,2015-02-14T00:00:00Z,Newspaper,FD,Griekenland is heel goed in staat om last van hoge overheidsschuld te dragen; Het is oneerlijk om te beweren dat de trojka Griekenland tot excessieve bezuinigingen heeft gedwongen,Greece is very capable of bearing the burden of high government debt; it is unfair to claim that the troika has forced Greece into excessive austerity.
150287149,-1,2015-02-13T00:00:00Z,Newspaper,FD,Commerzbank voorziet nieuwe tegenslagen,Commerzbank anticipates new setbacks.
150287150,0,2015-02-13T00:00:00Z,Newspaper,FD,Lening tegen laagste rente ooit,Loan at the lowest interest rate ever.
150287152,1,2015-02-13T00:00:00Z,Newspaper,FD,Snelle daling van inflatie goed voor de koopkracht,Rapid decline in inflation is good for purchasing power.
150287153,1,2015-02-13T00:00:00Z,Newspaper,FD,Webwinkelgigant Zalando maakt voor het eerst sinds bestaan winst,Online retail giant Zalando makes a profit for the first time since its inception.
150287154,0,2015-02-13T00:00:00Z,Newspaper,FD,Zweedse centrale bank stapt over op negatieve rente,Swedish central bank switches to negative interest rate
150287155,0,2015-02-13T00:00:00Z,Newspaper,FD,State of the market,State of the market
150287157,-1,2015-02-12T23:00:00Z,Newspaper,FD,AFM noemt cfd's `zeer risicovolle producten'; Lang verwacht rapport wijst op enorme verliezen bij beleggers in andere landen en hoge restschulden,AFM calls CFDs 'very risky products'; Long-anticipated report points to huge losses for investors in other countries and high residual debts.
150287158,0,2015-02-13T00:00:00Z,Newspaper,FD,Minder gas winnen hoeft geen geld te kosten,"""Reducing gas extraction doesn't have to cost money"""
150287160,0,2015-02-13T00:00:00Z,Newspaper,FD,`Britse inflatie zal verder dalen',British inflation will continue to fall.
150287297,1,2015-02-06T00:00:00Z,Newspaper,FD,Akkoord Brink's over sociaal plan,Agreement reached with Brink's on a social plan
150287309,1,2015-02-06T00:00:00Z,Newspaper,FD,Herstel olieprijs helpt New York,Recovery in oil prices helps New York.
150287733,-1,2015-04-23T00:00:00Z,Newspaper,Gelderlander,FNV pleit voor crisispakket pensioenfondsen,FNV advocates for a crisis package for pension funds.
150287744,-1,2015-04-22T00:00:00Z,Newspaper,Gelderlander,Redactie Telegraaf verzet zich tegen bezuinigingen,Telegraaf editorial staff opposes budget cuts.
150287797,0,2015-04-11T00:00:00Z,Newspaper,Gelderlander,Zo word je een succesvolle huisjesmelker,This is how you become a successful slumlord.
150287829,0,2015-04-09T00:00:00Z,Newspaper,Gelderlander,Advies: verzacht de bezuiniging op cultuur,Advice: soften the budget cut on culture
150288030,0,2015-03-10T00:00:00Z,Newspaper,Gelderlander,Waarom dat extra biljoen?,Why that extra trillion?
