_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,sentiment,headline,id,sentiment_gold
2128145145,2/3/2019 12:52:26,true,4491203276,,2/3/2019 12:51:51,false,clixsense,0.9667,33644886,NLD,07,Purmerend,178.84.93.146,-1,Lage olieprijs nekt offshore,150292294,-1
2128145145,2/3/2019 15:12:10,true,4491422535,,2/3/2019 15:11:24,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,-1,Lage olieprijs nekt offshore,150292294,-1
2128145146,2/1/2019 17:43:03,true,4486185262,,2/1/2019 17:40:42,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,0,Laat stadsregio btw heffen over lokale meerwaarde,150292293,0
2128145146,2/1/2019 21:36:43,true,4486906773,,2/1/2019 21:36:12,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,0,Laat stadsregio btw heffen over lokale meerwaarde,150292293,0
2128145146,2/3/2019 15:06:47,true,4491414836,,2/3/2019 15:06:02,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,0,Laat stadsregio btw heffen over lokale meerwaarde,150292293,0
2128145146,2/4/2019 06:41:40,true,4492740501,,2/4/2019 06:40:57,false,clixsense,0.9667,33644886,NLD,"","",195.169.155.61,0,Laat stadsregio btw heffen over lokale meerwaarde,150292293,0
2128145147,2/1/2019 21:42:44,true,4486921081,,2/1/2019 21:42:16,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,1,Een Amerikaans recept voor groei in de eurozone,150287397,1
2128145147,2/4/2019 11:49:43,true,4493300215,,2/4/2019 11:49:19,false,clixsense,0.9667,33644886,NLD,"","",195.169.155.61,1,Een Amerikaans recept voor groei in de eurozone,150287397,1
2128145148,2/1/2019 17:31:12,true,4486146914,,2/1/2019 17:30:43,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,0,Laat rijke Grieken betalen,148571851,0
2128145148,2/3/2019 15:13:48,true,4491424841,,2/3/2019 15:13:17,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,0,Laat rijke Grieken betalen,148571851,0
2128145148,2/4/2019 06:39:54,true,4492737826,,2/4/2019 06:39:22,false,clixsense,0.9667,33644886,NLD,"","",195.169.155.61,0,Laat rijke Grieken betalen,148571851,0
2128145148,2/4/2019 09:21:02,true,4493003754,true,2/4/2019 09:20:48,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,-1,Laat rijke Grieken betalen,148571851,0
2128145149,2/3/2019 12:54:22,true,4491206662,,2/3/2019 12:53:43,false,clixsense,0.9667,33644886,NLD,07,Purmerend,178.84.93.146,-1,Honderden ontslagen omdat Noordzee-olie niet meer rendabel is,34569,-1
2128145150,2/3/2019 15:07:37,true,4491416258,,2/3/2019 15:06:49,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,0,D66 wil reserves provincies aanspreken voor groei,10027,0
2128145151,2/1/2019 18:11:31,true,4486278162,,2/1/2019 18:10:47,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,0,'Provincies moeten investeren',20755,0
2128145151,2/3/2019 13:04:46,true,4491227526,,2/3/2019 13:04:22,false,clixsense,0.9667,33644886,NLD,07,Purmerend,178.84.93.146,0,'Provincies moeten investeren',20755,0
2128145151,2/4/2019 09:24:43,true,4493011610,true,2/4/2019 09:24:31,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,1,'Provincies moeten investeren',20755,0
2128145153,2/1/2019 21:40:02,true,4486914363,,2/1/2019 21:39:40,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,-1,Duitse warenhuizen Karstadt staan voor drastische sanering,150292287,-1
2128145153,2/3/2019 12:52:26,true,4491203279,,2/3/2019 12:51:51,false,clixsense,0.9667,33644886,NLD,07,Purmerend,178.84.93.146,-1,Duitse warenhuizen Karstadt staan voor drastische sanering,150292287,-1
2128145153,2/3/2019 15:02:57,true,4491409383,,2/3/2019 15:00:56,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,-1,Duitse warenhuizen Karstadt staan voor drastische sanering,150292287,-1
2128145153,2/4/2019 09:22:38,true,4493007228,,2/4/2019 09:22:21,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,-1,Duitse warenhuizen Karstadt staan voor drastische sanering,150292287,-1
2128145154,2/1/2019 18:07:41,true,4486266511,,2/1/2019 17:51:50,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,1,Beurzen beginnen maand voorzichtig positief,150290838,1
2128145154,2/3/2019 15:14:19,true,4491425448,,2/3/2019 15:13:50,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,1,Beurzen beginnen maand voorzichtig positief,150290838,1
2128145155,2/3/2019 12:52:26,true,4491203284,,2/3/2019 12:51:51,false,clixsense,0.9667,33644886,NLD,07,Purmerend,178.84.93.146,1,Fugro doet het goed in de AEX,150290207,1
2128145156,2/4/2019 09:21:22,true,4493004438,,2/4/2019 09:21:09,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,1,Meer banen door uitbreiding terminal,150290205,1
2128145157,2/1/2019 17:38:15,true,4486170846,true,2/1/2019 17:37:36,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,0,Industrie trapt het gaspedaal dieper in,150290201,1
2128145157,2/1/2019 21:30:59,true,4486893253,,2/1/2019 21:30:06,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,1,Industrie trapt het gaspedaal dieper in,150290201,1
2128145157,2/3/2019 12:52:26,true,4491203282,,2/3/2019 12:51:51,false,clixsense,0.9667,33644886,NLD,07,Purmerend,178.84.93.146,1,Industrie trapt het gaspedaal dieper in,150290201,1
2128145157,2/3/2019 15:18:41,true,4491431725,,2/3/2019 15:17:59,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,1,Industrie trapt het gaspedaal dieper in,150290201,1
2128145157,2/4/2019 09:25:58,true,4493014507,,2/4/2019 09:25:36,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,1,Industrie trapt het gaspedaal dieper in,150290201,1
2128145158,2/3/2019 15:06:00,true,4491413838,,2/3/2019 15:05:26,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,-1,Dekkingsgraad keldert,150290200,-1
2128145158,2/4/2019 06:40:56,true,4492739502,,2/4/2019 06:40:31,false,clixsense,0.9667,33644886,NLD,"","",195.169.155.61,-1,Dekkingsgraad keldert,150290200,-1
2128145158,2/4/2019 09:25:34,true,4493013581,,2/4/2019 09:25:20,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,-1,Dekkingsgraad keldert,150290200,-1
2128145159,2/1/2019 21:30:59,true,4486893243,,2/1/2019 21:30:06,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,1,AEX wacht op nieuws en sluit nipt hoger dankzij eindsprintje,150287369,1
2128145159,2/3/2019 12:53:41,true,4491205221,,2/3/2019 12:52:53,false,clixsense,0.9667,33644886,NLD,07,Purmerend,178.84.93.146,1,AEX wacht op nieuws en sluit nipt hoger dankzij eindsprintje,150287369,1
2128145160,2/1/2019 17:51:49,true,4486212811,,2/1/2019 17:50:50,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,1,Spaanse industrie sterker gegroeid,150287366,1
2128145160,2/4/2019 09:20:24,true,4493002613,,2/4/2019 09:20:10,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,1,Spaanse industrie sterker gegroeid,150287366,1
2128145161,2/1/2019 21:41:09,true,4486917191,,2/1/2019 21:40:38,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,-1,Winst van ExxonMobil daalt in vierde kwartaal met 21%,150287365,-1
2128145162,2/1/2019 21:46:48,true,4486933990,,2/1/2019 21:45:51,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,-1,Rabobank waarschuwt voor hogere rentelasten,150285335,-1
2128145162,2/3/2019 15:16:28,true,4491428594,,2/3/2019 15:15:53,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,-1,Rabobank waarschuwt voor hogere rentelasten,150285335,-1
2128145163,2/1/2019 18:13:03,true,4486283031,,2/1/2019 18:12:02,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,0,V,150282498,0
2128145163,2/1/2019 21:30:59,true,4486893249,,2/1/2019 21:30:06,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,0,V,150282498,0
2128145164,2/1/2019 21:39:36,true,4486913335,,2/1/2019 21:38:41,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,-1,Amerikanen zien slechte cijfers,150282294,-1
2128145164,2/3/2019 15:10:50,true,4491420512,,2/3/2019 15:10:20,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,-1,Amerikanen zien slechte cijfers,150282294,-1
2128145165,2/1/2019 21:44:51,true,4486926841,,2/1/2019 21:44:19,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,0,Kamp-Knot; Finanscoop,150282286,0
2128145166,2/1/2019 21:32:59,true,4486897917,,2/1/2019 21:32:24,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,1,Bedrijvigheid industrie neemt toe,150282285,1
2128145166,2/4/2019 12:33:56,true,4493401173,,2/4/2019 12:33:00,false,clixsense,0.9667,33644886,NLD,"","",195.169.155.61,1,Bedrijvigheid industrie neemt toe,150282285,1
2128145167,2/1/2019 18:11:54,true,4486279425,true,2/1/2019 18:11:33,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,0,Al die zzp'ers zijn vogelvrij en zonder perspectief,148571841,-1
2128145167,2/1/2019 21:34:34,true,4486901509,true,2/1/2019 21:33:43,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,0,Al die zzp'ers zijn vogelvrij en zonder perspectief,148571841,-1
2128145167,2/4/2019 09:19:12,true,4492999896,,2/4/2019 09:18:59,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,-1,Al die zzp'ers zijn vogelvrij en zonder perspectief,148571841,-1
2128145168,2/3/2019 15:03:50,true,4491410671,,2/3/2019 15:02:59,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,1,'Ondernemers verwachten groei',148571839,1
2128145168,2/4/2019 08:53:05,true,4492952228,,2/4/2019 08:52:44,false,clixsense,0.9667,33644886,NLD,"","",195.169.155.61,1,'Ondernemers verwachten groei',148571839,1
2128145169,2/1/2019 17:31:12,true,4486146910,,2/1/2019 17:30:43,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,0,Schuiven met de flexibele schil,148571836,0
2128145169,2/3/2019 15:17:57,true,4491430603,,2/3/2019 15:17:25,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,0,Schuiven met de flexibele schil,148571836,0
2128145169,2/4/2019 09:19:49,true,4493001156,,2/4/2019 09:19:31,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,0,Schuiven met de flexibele schil,148571836,0
2128145170,2/1/2019 17:31:36,true,4486147926,,2/1/2019 17:31:14,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,1,Aantal banen zal voor het eerst in jaren weer groeien,148571833,1
2128145170,2/1/2019 21:47:55,true,4486937921,,2/1/2019 21:47:29,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,1,Aantal banen zal voor het eerst in jaren weer groeien,148571833,1
2128145170,2/3/2019 15:08:54,true,4491417970,,2/3/2019 15:08:19,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,1,Aantal banen zal voor het eerst in jaren weer groeien,148571833,1
2128145171,2/2/2019 18:11:14,true,4489644895,,2/2/2019 18:08:06,false,clixsense,1.0,43771873,NLD,07,Weesp,89.98.188.110,-1,TNT schrijft miljoenen af,148571831,-1
2128145171,2/3/2019 15:15:14,true,4491426725,,2/3/2019 15:14:21,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,-1,TNT schrijft miljoenen af,148571831,-1
2128145171,2/4/2019 09:17:02,true,4492995235,,2/4/2019 09:16:41,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,-1,TNT schrijft miljoenen af,148571831,-1
2128145172,2/1/2019 21:44:15,true,4486925287,,2/1/2019 21:43:35,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,0,"Obama's begroting: meer voor middenklasse, minder voor rijken",34631,0
2128145173,2/1/2019 18:08:00,true,4486267527,,2/1/2019 18:07:43,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,1,Nederlandse ondernemers geloven weer in de economie,15033,1
2128145173,2/1/2019 21:38:09,true,4486909820,,2/1/2019 21:37:28,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,1,Nederlandse ondernemers geloven weer in de economie,15033,1
2128145173,2/4/2019 09:18:42,true,4492998778,,2/4/2019 09:18:26,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,1,Nederlandse ondernemers geloven weer in de economie,15033,1
2128145174,2/1/2019 17:37:03,true,4486167004,,2/1/2019 17:36:26,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,1,UWV: dit jaar meer banen,10037,1
2128145174,2/3/2019 13:04:20,true,4491226670,,2/3/2019 12:56:27,false,clixsense,0.9667,33644886,NLD,07,Purmerend,178.84.93.146,1,UWV: dit jaar meer banen,10037,1
2128145174,2/3/2019 15:02:57,true,4491409378,,2/3/2019 15:00:56,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,1,UWV: dit jaar meer banen,10037,1
2128145174,2/4/2019 09:25:19,true,4493012974,,2/4/2019 09:25:00,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,1,UWV: dit jaar meer banen,10037,1
2128145175,2/3/2019 15:10:18,true,4491419822,,2/3/2019 15:09:49,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,1,Hoogste groei Ierse economie sinds 2005,20811,1
2128145175,2/4/2019 09:20:46,true,4493003301,,2/4/2019 09:20:25,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,1,Hoogste groei Ierse economie sinds 2005,20811,1
2128145176,2/1/2019 17:37:34,true,4486168667,,2/1/2019 17:37:04,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,-1,'V&D failliet als het geen korting krijgt van verhuurder',34669,-1
2128145176,2/1/2019 21:48:15,true,4486938938,,2/1/2019 21:48:00,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,-1,'V&D failliet als het geen korting krijgt van verhuurder',34669,-1
2128145176,2/3/2019 12:54:47,true,4491207231,,2/3/2019 12:54:23,false,clixsense,0.9667,33644886,NLD,07,Purmerend,178.84.93.146,-1,'V&D failliet als het geen korting krijgt van verhuurder',34669,-1
2128145176,2/3/2019 15:18:58,true,4491432145,,2/3/2019 15:18:43,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,-1,'V&D failliet als het geen korting krijgt van verhuurder',34669,-1
2128145176,2/4/2019 09:17:21,true,4492995959,,2/4/2019 09:17:04,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,-1,'V&D failliet als het geen korting krijgt van verhuurder',34669,-1
2128145177,2/1/2019 21:38:37,true,4486910915,,2/1/2019 21:38:13,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,1,Arbeidsmarkt kruipt voorzichtig uit het dal,150293193,1
2128145177,2/4/2019 08:52:42,true,4492951397,,2/4/2019 08:52:13,false,clixsense,0.9667,33644886,NLD,"","",195.169.155.61,1,Arbeidsmarkt kruipt voorzichtig uit het dal,150293193,1
2128145177,2/4/2019 09:17:02,true,4492995226,,2/4/2019 09:16:41,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,1,Arbeidsmarkt kruipt voorzichtig uit het dal,150293193,1
2128145178,2/1/2019 18:08:59,true,4486270742,,2/1/2019 18:08:26,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,1,Herstel economie levert na drie jaar weer banen op,150292274,1
2128145178,2/4/2019 09:17:02,true,4492995229,,2/4/2019 09:16:41,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,1,Herstel economie levert na drie jaar weer banen op,150292274,1
2128145178,2/4/2019 12:34:10,true,4493401589,,2/4/2019 12:33:58,false,clixsense,0.9667,33644886,NLD,"","",195.169.155.61,1,Herstel economie levert na drie jaar weer banen op,150292274,1
2128145179,2/1/2019 18:10:45,true,4486276010,,2/1/2019 18:09:00,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,1,Bouw is banenmotor,150290835,1
2128145179,2/4/2019 09:19:30,true,4493000528,,2/4/2019 09:19:14,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,1,Bouw is banenmotor,150290835,1
2128145180,2/1/2019 17:40:40,true,4486177985,,2/1/2019 17:39:07,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,1,Er komen eindelijk banen bij,150290191,1
2128145180,2/3/2019 15:09:47,true,4491419251,,2/3/2019 15:08:56,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,1,Er komen eindelijk banen bij,150290191,1
2128145180,2/4/2019 06:42:02,true,4492741033,,2/4/2019 06:41:42,false,clixsense,0.9667,33644886,NLD,"","",195.169.155.61,1,Er komen eindelijk banen bij,150290191,1
2128145180,2/4/2019 09:20:09,true,4493001992,,2/4/2019 09:19:50,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,1,Er komen eindelijk banen bij,150290191,1
2128145181,2/1/2019 18:08:24,true,4486268801,,2/1/2019 18:08:02,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,1,31.000 extra banen én 88.000 vacatures erbij,150290187,1
2128145181,2/1/2019 21:47:23,true,4486935998,,2/1/2019 21:46:53,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,1,31.000 extra banen én 88.000 vacatures erbij,150290187,1
2128145181,2/4/2019 06:40:30,true,4492738791,,2/4/2019 06:39:56,false,clixsense,0.9667,33644886,NLD,"","",195.169.155.61,1,31.000 extra banen én 88.000 vacatures erbij,150290187,1
2128145181,2/4/2019 09:26:35,true,4493016006,true,2/4/2019 09:26:22,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,0,31.000 extra banen én 88.000 vacatures erbij,150290187,1
2128145182,2/1/2019 18:13:31,true,4486284387,,2/1/2019 18:13:05,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,1,Aantal mkb-bedrijven groeit hard,150290186,1
2128145183,2/1/2019 17:31:12,true,4486146922,,2/1/2019 17:30:43,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,1,Bouw helpt economie verder op gang,150288227,1
2128145183,2/2/2019 18:11:14,true,4489644896,,2/2/2019 18:08:06,false,clixsense,1.0,43771873,NLD,07,Weesp,89.98.188.110,1,Bouw helpt economie verder op gang,150288227,1
2128145184,2/1/2019 21:35:30,true,4486903750,,2/1/2019 21:34:47,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,-1,Grote ontwrichting door ECB,150287359,-1
2128145184,2/2/2019 18:12:45,true,4489647380,,2/2/2019 18:11:16,false,clixsense,1.0,43771873,NLD,07,Weesp,89.98.188.110,-1,Grote ontwrichting door ECB,150287359,-1
2128145184,2/3/2019 15:17:23,true,4491429824,,2/3/2019 15:16:59,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,-1,Grote ontwrichting door ECB,150287359,-1
2128145184,2/4/2019 11:48:56,true,4493298792,true,2/4/2019 11:47:50,false,clixsense,0.9667,33644886,NLD,"","",195.169.155.61,0,Grote ontwrichting door ECB,150287359,-1
2128145185,2/1/2019 17:44:52,true,4486190918,,2/1/2019 17:43:05,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,1,Trend economie blijft positief; orderontvangsten industrie blijven in de lift,150287338,1
2128145185,2/2/2019 18:11:14,true,4489644891,,2/2/2019 18:08:06,false,clixsense,1.0,43771873,NLD,07,Weesp,89.98.188.110,1,Trend economie blijft positief; orderontvangsten industrie blijven in de lift,150287338,1
2128145185,2/3/2019 15:02:57,true,4491409375,,2/3/2019 15:00:56,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,1,Trend economie blijft positief; orderontvangsten industrie blijven in de lift,150287338,1
2128145185,2/4/2019 09:17:38,true,4492996406,,2/4/2019 09:17:22,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,1,Trend economie blijft positief; orderontvangsten industrie blijven in de lift,150287338,1
2128145186,2/3/2019 12:52:26,true,4491203273,,2/3/2019 12:51:51,false,clixsense,0.9667,33644886,NLD,07,Purmerend,178.84.93.146,0,Hoe goed is deflatie voor jouw beurs?,150282496,0
2128145186,2/3/2019 15:16:57,true,4491429323,,2/3/2019 15:16:30,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,0,Hoe goed is deflatie voor jouw beurs?,150282496,0
2128145186,2/4/2019 09:17:57,true,4492997028,false,2/4/2019 09:17:40,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,1,Hoe goed is deflatie voor jouw beurs?,150282496,0
2128145187,2/1/2019 17:46:07,true,4486194964,,2/1/2019 17:44:54,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,-1,De pijn van de werkloosheid: ruim 11 miljard,148571824,-1
2128145187,2/3/2019 12:56:26,true,4491209743,,2/3/2019 12:55:55,false,clixsense,0.9667,33644886,NLD,07,Purmerend,178.84.93.146,-1,De pijn van de werkloosheid: ruim 11 miljard,148571824,-1
2128145188,2/4/2019 11:50:33,true,4493301766,,2/4/2019 11:50:12,false,clixsense,0.9667,33644886,NLD,"","",195.169.155.61,1,Proosten op geslaagde beursgang Bols,10059,1
2128145189,2/1/2019 21:37:25,true,4486908295,,2/1/2019 21:36:46,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,-1,Veel gemeenten lopen fors risico,150290828,-1
2128145191,2/3/2019 15:02:57,true,4491409379,,2/3/2019 15:00:56,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,0,ECB bant Grieks papier; Gesprek met Juncker loopt goed; tegenvaller uit Frankfurt,150282242,0
2128145192,2/1/2019 17:33:45,true,4486154657,,2/1/2019 17:31:37,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,-1,Griekse beurs hard onderuit,20957,-1
2128145192,2/4/2019 09:18:57,true,4492999389,,2/4/2019 09:18:43,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,-1,Griekse beurs hard onderuit,20957,-1
2128145193,2/1/2019 21:31:45,true,4486895135,,2/1/2019 21:31:01,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,-1,Eredivisieclubs lijden weer verlies,150288210,-1
2128145194,2/1/2019 21:30:59,true,4486893256,,2/1/2019 21:30:06,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,-1,Winstdruk BNP Paribas door regels,150287304,-1
2128145194,2/2/2019 18:11:14,true,4489644899,,2/2/2019 18:08:06,false,clixsense,1.0,43771873,NLD,07,Weesp,89.98.188.110,-1,Winstdruk BNP Paribas door regels,150287304,-1
2128145194,2/3/2019 15:04:40,true,4491411812,,2/3/2019 15:03:52,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,-1,Winstdruk BNP Paribas door regels,150287304,-1
2128145194,2/4/2019 09:26:20,true,4493015374,,2/4/2019 09:26:00,false,clixsense,0.8333,27037105,NLD,"","",213.126.236.162,-1,Winstdruk BNP Paribas door regels,150287304,-1
2128145196,2/1/2019 21:40:34,true,4486915654,,2/1/2019 21:40:10,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,-1,Oekraïense munt in vrije val,150285308,-1
2128145196,2/2/2019 18:11:14,true,4489644892,,2/2/2019 18:08:06,false,clixsense,1.0,43771873,NLD,07,Weesp,89.98.188.110,-1,Oekraïense munt in vrije val,150285308,-1
2128145196,2/3/2019 12:55:32,true,4491208361,,2/3/2019 12:54:48,false,clixsense,0.9667,33644886,NLD,07,Purmerend,178.84.93.146,-1,Oekraïense munt in vrije val,150285308,-1
2128145197,2/1/2019 17:38:55,true,4486172849,true,2/1/2019 17:38:27,false,clixsense,0.8,32277061,NLD,"","",85.145.80.152,-1,Werkloosheid is hoog ondanks goed nieuws,150282492,0
2128145197,2/4/2019 08:53:43,true,4492953407,false,2/4/2019 08:53:09,false,clixsense,0.9667,33644886,NLD,"","",195.169.155.61,-1,Werkloosheid is hoog ondanks goed nieuws,150282492,0
2128145199,2/1/2019 21:41:58,true,4486919338,true,2/1/2019 21:41:13,false,clixsense,0.9,10414542,NLD,"","",80.127.237.9,0,Argwaan is nog lang niet geweken,150277975,-1
2128145199,2/3/2019 13:06:01,true,4491229801,,2/3/2019 13:04:47,false,clixsense,0.9667,33644886,NLD,07,Purmerend,178.84.93.146,-1,Argwaan is nog lang niet geweken,150277975,-1
2128145199,2/3/2019 15:05:25,true,4491413054,,2/3/2019 15:04:42,false,neodev,1.0,29823055,NLD,03,Zwartebroek,46.129.10.19,-1,Argwaan is nog lang niet geweken,150277975,-1
