_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,sentiment,orig__created_at,orig__golden,orig__unit_id,_updated_at,gold,headline,id,sentiment_gold,sentiment_gold_reason
2308250228,6/5/2019 15:15:06,true,4873778762,,6/5/2019 15:13:10,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,-1,5/15/2019 13:49:25,TRUE,2289909438,5/15/2019 13:49:25,,Krimp bedrijvigheid Chinese industrie,20643,-1,De bedrijvigheid en industrie krimpen. Ook slecht nieuws over de Chinese economie wordt als slecht nieuws gezien
2308250228,6/19/2019 07:25:27,true,4906528958,,6/19/2019 07:24:50,false,feca,0.7857,45321688,NLD,"","",185.107.47.215,-1,5/15/2019 13:49:25,TRUE,2289909438,5/15/2019 13:49:25,,Krimp bedrijvigheid Chinese industrie,20643,-1,De bedrijvigheid en industrie krimpen. Ook slecht nieuws over de Chinese economie wordt als slecht nieuws gezien
2308250228,6/28/2019 13:32:16,true,4927441045,true,6/28/2019 13:30:32,false,clixsense,0.7778,14573640,NLD,15,Enschede,82.75.134.32,0,5/15/2019 13:49:25,TRUE,2289909438,5/15/2019 13:49:25,,Krimp bedrijvigheid Chinese industrie,20643,-1,De bedrijvigheid en industrie krimpen. Ook slecht nieuws over de Chinese economie wordt als slecht nieuws gezien
2308250229,5/26/2019 21:43:55,true,4838444473,true,5/26/2019 21:43:34,false,clixsense,0.9286,10414542,NLD,"","",80.127.237.9,1,5/15/2019 13:49:25,TRUE,2289909439,5/15/2019 13:49:25,,Van Boxtel: lager eigen risico,20647,0,We weten niet of een laag eigen risico goed of slecht is voor de economie
2308250229,6/17/2019 10:31:58,true,4903215142,false,6/17/2019 10:30:48,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,1,5/15/2019 13:49:25,TRUE,2289909439,5/15/2019 13:49:25,,Van Boxtel: lager eigen risico,20647,0,We weten niet of een laag eigen risico goed of slecht is voor de economie
2308250230,5/26/2019 21:27:02,true,4838425615,,5/26/2019 21:26:26,false,clixsense,0.9286,10414542,NLD,"","",80.127.237.9,0,5/15/2019 13:49:25,TRUE,2289909440,5/15/2019 13:49:25,,Zo ziet het verschil tussen Noord- en Zuid-Europa eruit,15011,0,Er wordt niet gezegd dat dit verschil goed of slecht is.
2308250230,5/28/2019 06:59:04,true,4842234565,,5/28/2019 06:58:38,false,clixsense,0.8393,27037105,NLD,"","",213.126.236.162,0,5/15/2019 13:49:25,TRUE,2289909440,5/15/2019 13:49:25,,Zo ziet het verschil tussen Noord- en Zuid-Europa eruit,15011,0,Er wordt niet gezegd dat dit verschil goed of slecht is.
2308250230,5/30/2019 19:43:01,true,4854086123,,5/30/2019 19:42:37,false,neodev,0.8571,45299507,NLD,"","",85.144.1.210,0,5/15/2019 13:49:25,TRUE,2289909440,5/15/2019 13:49:25,,Zo ziet het verschil tussen Noord- en Zuid-Europa eruit,15011,0,Er wordt niet gezegd dat dit verschil goed of slecht is.
2308250230,6/5/2019 15:15:06,true,4873778756,,6/5/2019 15:13:10,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,0,5/15/2019 13:49:25,TRUE,2289909440,5/15/2019 13:49:25,,Zo ziet het verschil tussen Noord- en Zuid-Europa eruit,15011,0,Er wordt niet gezegd dat dit verschil goed of slecht is.
2308250230,6/28/2019 13:41:11,true,4927459878,,6/28/2019 13:39:13,false,clixsense,0.7778,14573640,NLD,15,Enschede,82.75.134.32,0,5/15/2019 13:49:25,TRUE,2289909440,5/15/2019 13:49:25,,Zo ziet het verschil tussen Noord- en Zuid-Europa eruit,15011,0,Er wordt niet gezegd dat dit verschil goed of slecht is.
2308250231,5/28/2019 06:50:21,true,4842200982,true,5/28/2019 06:49:56,false,clixsense,0.8393,27037105,NLD,"","",213.126.236.162,1,5/15/2019 13:49:25,TRUE,2289909441,5/15/2019 13:49:25,,Frankrijk wil nieuwe deal voor Griekenland,20661,0,"Ze willen een nieuwe deal, maar we weten niet of dat goed of slecht is"
2308250231,6/17/2019 10:30:19,true,4903213687,,6/17/2019 10:29:57,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,0,5/15/2019 13:49:25,TRUE,2289909441,5/15/2019 13:49:25,,Frankrijk wil nieuwe deal voor Griekenland,20661,0,"Ze willen een nieuwe deal, maar we weten niet of dat goed of slecht is"
2308250231,6/17/2019 10:30:19,true,4903213688,,6/17/2019 10:29:57,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,0,5/15/2019 13:49:25,TRUE,2289909441,5/15/2019 13:49:25,,Frankrijk wil nieuwe deal voor Griekenland,20661,0,"Ze willen een nieuwe deal, maar we weten niet of dat goed of slecht is"
2308250231,6/19/2019 07:32:07,true,4906533293,false,6/19/2019 07:31:21,false,feca,0.7857,45321688,NLD,"","",185.107.47.215,1,5/15/2019 13:49:25,TRUE,2289909441,5/15/2019 13:49:25,,Frankrijk wil nieuwe deal voor Griekenland,20661,0,"Ze willen een nieuwe deal, maar we weten niet of dat goed of slecht is"
2308250231,6/28/2019 14:16:33,true,4927553922,,6/28/2019 14:16:10,false,clixsense,0.7778,14573640,NLD,15,Enschede,82.75.134.32,0,5/15/2019 13:49:25,TRUE,2289909441,5/15/2019 13:49:25,,Frankrijk wil nieuwe deal voor Griekenland,20661,0,"Ze willen een nieuwe deal, maar we weten niet of dat goed of slecht is"
2308250232,5/26/2019 21:48:49,true,4838452719,,5/26/2019 21:48:16,false,clixsense,0.9286,10414542,NLD,"","",80.127.237.9,-1,5/15/2019 13:49:25,TRUE,2289909442,5/15/2019 13:49:25,,Lage olieprijs nekt offshore,150292294,-1,"De ontwikkeling ‘nekt’ de offshore industrie, en dat is negatief"
2308250232,5/28/2019 06:51:30,true,4842206086,,5/28/2019 06:50:44,false,clixsense,0.8393,27037105,NLD,"","",213.126.236.162,-1,5/15/2019 13:49:25,TRUE,2289909442,5/15/2019 13:49:25,,Lage olieprijs nekt offshore,150292294,-1,"De ontwikkeling ‘nekt’ de offshore industrie, en dat is negatief"
2308250232,5/30/2019 19:29:58,true,4854034679,,5/30/2019 19:29:39,false,neodev,0.8571,45299507,NLD,"","",85.144.1.210,-1,5/15/2019 13:49:25,TRUE,2289909442,5/15/2019 13:49:25,,Lage olieprijs nekt offshore,150292294,-1,"De ontwikkeling ‘nekt’ de offshore industrie, en dat is negatief"
2308250232,6/16/2019 11:08:54,true,4901421284,,6/16/2019 11:08:31,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,-1,5/15/2019 13:49:25,TRUE,2289909442,5/15/2019 13:49:25,,Lage olieprijs nekt offshore,150292294,-1,"De ontwikkeling ‘nekt’ de offshore industrie, en dat is negatief"
2308250232,6/16/2019 11:08:54,true,4901421285,,6/16/2019 11:08:31,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,-1,5/15/2019 13:49:25,TRUE,2289909442,5/15/2019 13:49:25,,Lage olieprijs nekt offshore,150292294,-1,"De ontwikkeling ‘nekt’ de offshore industrie, en dat is negatief"
2308250232,6/28/2019 13:35:40,true,4927448616,,6/28/2019 13:33:32,false,clixsense,0.7778,14573640,NLD,15,Enschede,82.75.134.32,-1,5/15/2019 13:49:25,TRUE,2289909442,5/15/2019 13:49:25,,Lage olieprijs nekt offshore,150292294,-1,"De ontwikkeling ‘nekt’ de offshore industrie, en dat is negatief"
2308250233,5/28/2019 06:54:46,true,4842220030,true,5/28/2019 06:54:32,false,clixsense,0.8393,27037105,NLD,"","",213.126.236.162,-1,5/15/2019 13:49:25,TRUE,2289909443,5/15/2019 13:49:25,,Laat stadsregio btw heffen over lokale meerwaarde,150292293,0,We weten niet of dit beleid goed of slecht is
2308250233,5/30/2019 19:31:30,true,4854040299,true,5/30/2019 19:31:01,false,neodev,0.8571,45299507,NLD,"","",85.144.1.210,1,5/15/2019 13:49:25,TRUE,2289909443,5/15/2019 13:49:25,,Laat stadsregio btw heffen over lokale meerwaarde,150292293,0,We weten niet of dit beleid goed of slecht is
2308250233,6/16/2019 11:06:48,true,4901419375,,6/16/2019 11:06:20,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,0,5/15/2019 13:49:25,TRUE,2289909443,5/15/2019 13:49:25,,Laat stadsregio btw heffen over lokale meerwaarde,150292293,0,We weten niet of dit beleid goed of slecht is
2308250233,6/28/2019 13:32:16,true,4927441040,,6/28/2019 13:30:32,false,clixsense,0.7778,14573640,NLD,15,Enschede,82.75.134.32,0,5/15/2019 13:49:25,TRUE,2289909443,5/15/2019 13:49:25,,Laat stadsregio btw heffen over lokale meerwaarde,150292293,0,We weten niet of dit beleid goed of slecht is
2308250234,5/26/2019 21:32:27,true,4838431701,true,5/26/2019 21:32:06,false,clixsense,0.9286,10414542,NLD,"","",80.127.237.9,0,5/15/2019 13:49:25,TRUE,2289909445,5/15/2019 13:49:25,,Een Amerikaans recept voor groei in de eurozone,150287397,1,Groei is goed
2308250234,5/28/2019 13:40:55,true,4843063787,,5/28/2019 13:40:38,false,clixsense,0.8393,27037105,NLD,"","",213.126.236.162,1,5/15/2019 13:49:25,TRUE,2289909445,5/15/2019 13:49:25,,Een Amerikaans recept voor groei in de eurozone,150287397,1,Groei is goed
2308250234,6/8/2019 18:01:23,true,4882519867,,6/8/2019 17:57:14,false,feca,0.8,45184276,NLD,06,Budel-dorplein,95.96.125.96,1,5/15/2019 13:49:25,TRUE,2289909445,5/15/2019 13:49:25,,Een Amerikaans recept voor groei in de eurozone,150287397,1,Groei is goed
2308250234,6/12/2019 16:38:15,true,4891150718,,6/12/2019 16:36:57,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,1,5/15/2019 13:49:25,TRUE,2289909445,5/15/2019 13:49:25,,Een Amerikaans recept voor groei in de eurozone,150287397,1,Groei is goed
2308250234,6/28/2019 14:23:37,true,4927576619,,6/28/2019 14:22:47,false,clixsense,0.7778,14573640,NLD,15,Enschede,82.75.134.32,1,5/15/2019 13:49:25,TRUE,2289909445,5/15/2019 13:49:25,,Een Amerikaans recept voor groei in de eurozone,150287397,1,Groei is goed
2308250235,5/26/2019 21:51:07,true,4838455450,,5/26/2019 21:50:50,false,clixsense,0.9286,10414542,NLD,"","",80.127.237.9,0,5/15/2019 13:49:25,TRUE,2289909446,5/15/2019 13:49:25,,Laat rijke Grieken betalen,148571851,0,We weten niet of dit beleid goed of slecht is
2308250235,6/5/2019 15:21:41,true,4873789553,,6/5/2019 15:20:43,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,0,5/15/2019 13:49:25,TRUE,2289909446,5/15/2019 13:49:25,,Laat rijke Grieken betalen,148571851,0,We weten niet of dit beleid goed of slecht is
2308250235,6/28/2019 14:23:57,true,4927577956,,6/28/2019 14:23:39,false,clixsense,0.7778,14573640,NLD,15,Enschede,82.75.134.32,0,5/15/2019 13:49:25,TRUE,2289909446,5/15/2019 13:49:25,,Laat rijke Grieken betalen,148571851,0,We weten niet of dit beleid goed of slecht is
2308250236,5/26/2019 21:23:45,true,4838420331,,5/26/2019 21:19:41,false,clixsense,0.9286,10414542,NLD,"","",80.127.237.9,-1,5/15/2019 13:49:25,TRUE,2289909447,5/15/2019 13:49:25,,Honderden ontslagen omdat Noordzee-olie niet meer rendabel is,34569,-1,De bedrijvigheid is niet meer rendabel (=negatief) en mensen worden ontslagen (=negatief)
2308250236,5/28/2019 06:55:11,true,4842221990,,5/28/2019 06:54:52,false,clixsense,0.8393,27037105,NLD,"","",213.126.236.162,-1,5/15/2019 13:49:25,TRUE,2289909447,5/15/2019 13:49:25,,Honderden ontslagen omdat Noordzee-olie niet meer rendabel is,34569,-1,De bedrijvigheid is niet meer rendabel (=negatief) en mensen worden ontslagen (=negatief)
2308250236,5/30/2019 19:39:33,true,4854072763,,5/30/2019 19:39:14,false,neodev,0.8571,45299507,NLD,"","",85.144.1.210,-1,5/15/2019 13:49:25,TRUE,2289909447,5/15/2019 13:49:25,,Honderden ontslagen omdat Noordzee-olie niet meer rendabel is,34569,-1,De bedrijvigheid is niet meer rendabel (=negatief) en mensen worden ontslagen (=negatief)
2308250236,6/5/2019 15:18:48,true,4873785071,,6/5/2019 15:18:05,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,-1,5/15/2019 13:49:25,TRUE,2289909447,5/15/2019 13:49:25,,Honderden ontslagen omdat Noordzee-olie niet meer rendabel is,34569,-1,De bedrijvigheid is niet meer rendabel (=negatief) en mensen worden ontslagen (=negatief)
2308250236,6/19/2019 07:27:59,true,4906530617,,6/19/2019 07:27:16,false,feca,0.7857,45321688,NLD,"","",185.107.47.215,-1,5/15/2019 13:49:25,TRUE,2289909447,5/15/2019 13:49:25,,Honderden ontslagen omdat Noordzee-olie niet meer rendabel is,34569,-1,De bedrijvigheid is niet meer rendabel (=negatief) en mensen worden ontslagen (=negatief)
2308250236,6/28/2019 14:11:07,true,4927536096,true,6/28/2019 14:05:13,false,clixsense,0.7778,14573640,NLD,15,Enschede,82.75.134.32,0,5/15/2019 13:49:25,TRUE,2289909447,5/15/2019 13:49:25,,Honderden ontslagen omdat Noordzee-olie niet meer rendabel is,34569,-1,De bedrijvigheid is niet meer rendabel (=negatief) en mensen worden ontslagen (=negatief)
2308250237,5/26/2019 21:27:32,true,4838426259,true,5/26/2019 21:27:03,false,clixsense,0.9286,10414542,NLD,"","",80.127.237.9,1,5/15/2019 13:49:25,TRUE,2289909448,5/15/2019 13:49:25,,D66 wil reserves provincies aanspreken voor groei,10027,0,We weten niet of dit beleid goed of slecht is
2308250237,5/28/2019 13:41:10,true,4843064662,true,5/28/2019 13:40:56,false,clixsense,0.8393,27037105,NLD,"","",213.126.236.162,1,5/15/2019 13:49:25,TRUE,2289909448,5/15/2019 13:49:25,,D66 wil reserves provincies aanspreken voor groei,10027,0,We weten niet of dit beleid goed of slecht is
2308250237,5/30/2019 19:40:24,true,4854075989,,5/30/2019 19:39:56,false,neodev,0.8571,45299507,NLD,"","",85.144.1.210,0,5/15/2019 13:49:25,TRUE,2289909448,5/15/2019 13:49:25,,D66 wil reserves provincies aanspreken voor groei,10027,0,We weten niet of dit beleid goed of slecht is
2308250237,6/28/2019 13:36:09,true,4927449608,true,6/28/2019 13:35:41,false,clixsense,0.7778,14573640,NLD,15,Enschede,82.75.134.32,1,5/15/2019 13:49:25,TRUE,2289909448,5/15/2019 13:49:25,,D66 wil reserves provincies aanspreken voor groei,10027,0,We weten niet of dit beleid goed of slecht is
2308250238,5/26/2019 21:30:27,true,4838429561,,5/26/2019 21:30:03,false,clixsense,0.9286,10414542,NLD,"","",80.127.237.9,0,5/15/2019 13:49:25,TRUE,2289909449,5/15/2019 13:49:25,,'Provincies moeten investeren',20755,0,We weten niet of dit beleid goed of slecht is
2308250238,5/28/2019 06:57:37,true,4842230447,true,5/28/2019 06:57:20,false,clixsense,0.8393,27037105,NLD,"","",213.126.236.162,1,5/15/2019 13:49:25,TRUE,2289909449,5/15/2019 13:49:25,,'Provincies moeten investeren',20755,0,We weten niet of dit beleid goed of slecht is
2308250238,5/30/2019 12:41:41,true,4852408742,false,5/30/2019 12:41:20,false,neodev,0.8571,45299507,NLD,"","",85.144.1.210,1,5/15/2019 13:49:25,TRUE,2289909449,5/15/2019 13:49:25,,'Provincies moeten investeren',20755,0,We weten niet of dit beleid goed of slecht is
2308250238,6/12/2019 16:40:05,true,4891154566,,6/12/2019 16:39:33,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,0,5/15/2019 13:49:25,TRUE,2289909449,5/15/2019 13:49:25,,'Provincies moeten investeren',20755,0,We weten niet of dit beleid goed of slecht is
2308250239,5/28/2019 06:54:31,true,4842218956,,5/28/2019 06:54:08,false,clixsense,0.8393,27037105,NLD,"","",213.126.236.162,-1,5/15/2019 13:49:25,TRUE,2289909450,5/15/2019 13:49:25,,Griekse industrie krimpt snel,150293202,-1,De bedrijvigheid krimpt. Ook slecht nieuws over de Griekse economie wordt als slecht nieuws gezien
2308250239,5/30/2019 19:30:59,true,4854038454,,5/30/2019 19:30:29,false,neodev,0.8571,45299507,NLD,"","",85.144.1.210,-1,5/15/2019 13:49:25,TRUE,2289909450,5/15/2019 13:49:25,,Griekse industrie krimpt snel,150293202,-1,De bedrijvigheid krimpt. Ook slecht nieuws over de Griekse economie wordt als slecht nieuws gezien
2308250239,6/5/2019 15:15:06,true,4873778764,,6/5/2019 15:13:10,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,-1,5/15/2019 13:49:25,TRUE,2289909450,5/15/2019 13:49:25,,Griekse industrie krimpt snel,150293202,-1,De bedrijvigheid krimpt. Ook slecht nieuws over de Griekse economie wordt als slecht nieuws gezien
2308250239,6/19/2019 07:25:27,true,4906528961,,6/19/2019 07:24:50,false,feca,0.7857,45321688,NLD,"","",185.107.47.215,-1,5/15/2019 13:49:25,TRUE,2289909450,5/15/2019 13:49:25,,Griekse industrie krimpt snel,150293202,-1,De bedrijvigheid krimpt. Ook slecht nieuws over de Griekse economie wordt als slecht nieuws gezien
2308250240,5/26/2019 21:33:59,true,4838433804,,5/26/2019 21:33:07,false,clixsense,0.9286,10414542,NLD,"","",80.127.237.9,-1,5/15/2019 13:49:25,TRUE,2289909451,5/15/2019 13:49:25,,Duitse warenhuizen Karstadt staan voor drastische sanering,150292287,-1,Het gaat slecht met het bedrijf.
2308250240,5/28/2019 06:56:26,true,4842226870,,5/28/2019 06:56:07,false,clixsense,0.8393,27037105,NLD,"","",213.126.236.162,-1,5/15/2019 13:49:25,TRUE,2289909451,5/15/2019 13:49:25,,Duitse warenhuizen Karstadt staan voor drastische sanering,150292287,-1,Het gaat slecht met het bedrijf.
2308250240,5/30/2019 12:39:04,true,4852399178,,5/30/2019 12:38:34,false,neodev,0.8571,45299507,NLD,"","",85.144.1.210,-1,5/15/2019 13:49:25,TRUE,2289909451,5/15/2019 13:49:25,,Duitse warenhuizen Karstadt staan voor drastische sanering,150292287,-1,Het gaat slecht met het bedrijf.
2308250240,6/16/2019 11:08:29,true,4901421016,,6/16/2019 11:08:08,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,-1,5/15/2019 13:49:25,TRUE,2289909451,5/15/2019 13:49:25,,Duitse warenhuizen Karstadt staan voor drastische sanering,150292287,-1,Het gaat slecht met het bedrijf.
2308250240,6/28/2019 13:39:12,true,4927455749,,6/28/2019 13:38:48,false,clixsense,0.7778,14573640,NLD,15,Enschede,82.75.134.32,-1,5/15/2019 13:49:25,TRUE,2289909451,5/15/2019 13:49:25,,Duitse warenhuizen Karstadt staan voor drastische sanering,150292287,-1,Het gaat slecht met het bedrijf.
2308250241,5/26/2019 21:26:25,true,4838424663,,5/26/2019 21:25:59,false,clixsense,0.9286,10414542,NLD,"","",80.127.237.9,1,5/15/2019 13:49:25,TRUE,2289909452,5/15/2019 13:49:25,,Beurzen beginnen maand voorzichtig positief,150290838,1,"positief is goed, zelfs als het nog voorzichtig is"
2308250241,5/28/2019 06:59:43,true,4842236596,,5/28/2019 06:59:23,false,clixsense,0.8393,27037105,NLD,"","",213.126.236.162,1,5/15/2019 13:49:25,TRUE,2289909452,5/15/2019 13:49:25,,Beurzen beginnen maand voorzichtig positief,150290838,1,"positief is goed, zelfs als het nog voorzichtig is"
2308250241,5/30/2019 19:31:55,true,4854041938,,5/30/2019 19:31:36,false,neodev,0.8571,45299507,NLD,"","",85.144.1.210,1,5/15/2019 13:49:25,TRUE,2289909452,5/15/2019 13:49:25,,Beurzen beginnen maand voorzichtig positief,150290838,1,"positief is goed, zelfs als het nog voorzichtig is"
2308250241,6/16/2019 11:09:20,true,4901421770,,6/16/2019 11:08:56,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,1,5/15/2019 13:49:25,TRUE,2289909452,5/15/2019 13:49:25,,Beurzen beginnen maand voorzichtig positief,150290838,1,"positief is goed, zelfs als het nog voorzichtig is"
2308250241,6/19/2019 07:27:10,true,4906530083,,6/19/2019 07:26:23,false,feca,0.7857,45321688,NLD,"","",185.107.70.202,1,5/15/2019 13:49:25,TRUE,2289909452,5/15/2019 13:49:25,,Beurzen beginnen maand voorzichtig positief,150290838,1,"positief is goed, zelfs als het nog voorzichtig is"
2308250242,5/26/2019 21:53:11,true,4838457975,,5/26/2019 21:52:37,false,clixsense,0.9286,10414542,NLD,"","",80.127.237.9,1,5/15/2019 13:49:25,TRUE,2289909453,5/15/2019 13:49:25,,Fugro doet het goed in de AEX,150290207,1,Het gaat goed met dit bedrijf
2308250242,5/28/2019 06:58:20,true,4842232713,,5/28/2019 06:58:06,false,clixsense,0.8393,27037105,NLD,"","",213.126.236.162,1,5/15/2019 13:49:25,TRUE,2289909453,5/15/2019 13:49:25,,Fugro doet het goed in de AEX,150290207,1,Het gaat goed met dit bedrijf
2308250242,5/30/2019 19:38:13,true,4854067461,,5/30/2019 19:37:51,false,neodev,0.8571,45299507,NLD,"","",85.144.1.210,1,5/15/2019 13:49:25,TRUE,2289909453,5/15/2019 13:49:25,,Fugro doet het goed in de AEX,150290207,1,Het gaat goed met dit bedrijf
2308250242,6/15/2019 21:22:15,true,4900627660,,6/15/2019 21:21:21,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,1,5/15/2019 13:49:25,TRUE,2289909453,5/15/2019 13:49:25,,Fugro doet het goed in de AEX,150290207,1,Het gaat goed met dit bedrijf
2308250243,5/26/2019 21:23:45,true,4838420326,,5/26/2019 21:19:41,false,clixsense,0.9286,10414542,NLD,"","",80.127.237.9,1,5/15/2019 13:49:25,TRUE,2289909454,5/15/2019 13:49:25,,Meer banen door uitbreiding terminal,150290205,1,Meer banen is goed
2308250243,5/30/2019 19:27:07,true,4854024065,,5/30/2019 19:26:42,false,neodev,0.8571,45299507,NLD,"","",85.144.1.210,1,5/15/2019 13:49:25,TRUE,2289909454,5/15/2019 13:49:25,,Meer banen door uitbreiding terminal,150290205,1,Meer banen is goed
2308250243,6/12/2019 16:33:24,true,4891143563,,6/12/2019 16:32:40,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,1,5/15/2019 13:49:25,TRUE,2289909454,5/15/2019 13:49:25,,Meer banen door uitbreiding terminal,150290205,1,Meer banen is goed
2308250244,5/26/2019 21:36:20,true,4838436355,,5/26/2019 21:36:00,false,clixsense,0.9286,10414542,NLD,"","",80.127.237.9,1,5/15/2019 13:49:25,TRUE,2289909455,5/15/2019 13:49:25,,Industrie trapt het gaspedaal dieper in,150290201,1,Het gaat goed met de industrie
2308250244,5/28/2019 06:49:35,true,4842197175,,5/28/2019 06:49:20,false,clixsense,0.8393,27037105,NLD,"","",213.126.236.162,1,5/15/2019 13:49:25,TRUE,2289909455,5/15/2019 13:49:25,,Industrie trapt het gaspedaal dieper in,150290201,1,Het gaat goed met de industrie
2308250244,5/30/2019 12:40:18,true,4852403756,,5/30/2019 12:40:05,false,neodev,0.8571,45299507,NLD,"","",85.144.1.210,1,5/15/2019 13:49:25,TRUE,2289909455,5/15/2019 13:49:25,,Industrie trapt het gaspedaal dieper in,150290201,1,Het gaat goed met de industrie
2308250244,6/5/2019 15:15:06,true,4873778758,,6/5/2019 15:13:10,false,clixsense,0.9643,33644886,NLD,07,Purmerend,178.84.93.146,1,5/15/2019 13:49:25,TRUE,2289909455,5/15/2019 13:49:25,,Industrie trapt het gaspedaal dieper in,150290201,1,Het gaat goed met de industrie
2308250244,6/28/2019 14:30:21,true,4927593159,true,6/28/2019 14:28:13,false,clixsense,0.7778,14573640,NLD,15,Enschede,82.75.134.32,0,5/15/2019 13:49:25,TRUE,2289909455,5/15/2019 13:49:25,,Industrie trapt het gaspedaal dieper in,150290201,1,Het gaat goed met de industrie
2308250245,5/26/2019 21:28:18,true,4838426892,,5/26/2019 21:27:45,false,clixsense,0.9286,10414542,NLD,"","",80.127.237.9,-1,5/15/2019 13:49:25,TRUE,2289909456,5/15/2019 13:49:25,,Dekkingsgraad keldert,150290200,-1,Het gaat slecht met de dekkingsgraad (van de pensioenen)
